log_id,vehicle_id,log_date,depot,odometer_km,litres_filled,cost_per_litre,total_cost_gbp,fuel_type
FL-0005707,VEH-0088,2025-03-22,Manchester,235013,58.5,1.742,101.96,Diesel
FL-0005708,VEH-0037,2025-03-08,Glasgow,195138,101.2,1.493,151.11,Electric
FL-0005709,VEH-0007,2025-02-21,Bristol,184201,123.2,1.697,209.0,HVO
FL-0005710,VEH-0001,2025-02-02,Birmingham,196602,151.8,1.456,221.08,Diesel
FL-0005711,VEH-0013,2025-02-17,Birmingham,93592,142.7,1.684,240.29,Diesel
FL-0005712,VEH-0001,2025-03-21,Birmingham,98272,124.5,1.575,196.05,Diesel
FL-0005713,VEH-0044,2025-01-02,Manchester,272043,80.5,1.74,140.1,HVO
FL-0005714,VEH-0031,2025-01-09,Leeds,252170,91.0,1.764,160.45,Diesel
FL-0005715,VEH-0049,2025-03-08,Manchester,50673,77.1,1.802,138.87,Diesel
FL-0005716,VEH-0053,2025-02-22,Bristol,205021,84.2,1.457,122.63,HVO
FL-0005717,VEH-0037,2025-02-16,Glasgow,72094,105.1,1.589,166.99,Diesel
FL-0005718,VEH-0059,2025-03-31,London,149321,88.1,1.64,144.49,Diesel
FL-0005719,VEH-0033,2025-01-27,London,137332,141.8,1.776,251.85,Diesel
FL-0005720,VEH-0018,2025-03-12,Leeds,294719,49.3,1.828,90.16,Diesel
FL-0005721,VEH-0034,2025-03-08,Glasgow,286172,91.0,1.815,165.12,HVO
FL-0005722,VEH-0070,2025-03-09,London,251361,97.8,1.473,144.07,Diesel
FL-0005723,VEH-0078,2025-03-27,Glasgow,257136,141.8,1.535,217.71,Diesel
FL-0005724,VEH-0053,2025-01-03,Bristol,149694,94.9,1.775,168.41,Diesel
FL-0005725,VEH-0036,2025-03-20,Birmingham,115429,85.7,1.554,133.16,Electric
FL-0005726,VEH-0065,2025-01-29,Leeds,135142,61.2,1.715,105.03,Diesel
FL-0005727,VEH-0033,2025-03-01,London,67871,110.5,1.563,172.71,Diesel
FL-0005728,VEH-0077,2025-03-09,London,249125,137.9,1.554,214.26,Diesel
FL-0005729,VEH-0004,2025-02-06,Birmingham,218314,166.7,1.759,293.14,Electric
FL-0005730,VEH-0030,2025-03-09,London,80199,70.6,1.816,128.18,Diesel
FL-0005731,VEH-0042,2025-01-31,London,99250,86.5,1.505,130.2,Diesel
FL-0005732,VEH-0007,2025-01-20,Bristol,261726,78.7,1.539,121.1,Diesel
FL-0005733,VEH-0012,2025-01-08,Birmingham,247114,130.4,1.521,198.33,Diesel
FL-0005734,VEH-0027,2025-01-01,Leeds,202173,142.8,1.679,239.7,Electric
FL-0005735,VEH-0073,2025-02-04,London,105360,111.1,1.469,163.25,Electric
FL-0005736,VEH-0049,2025-03-05,Manchester,188914,130.6,1.701,222.18,Diesel
FL-0005737,VEH-0093,2025-03-23,Bristol,143199,52.2,1.684,87.9,Diesel
FL-0005738,VEH-0040,2025-01-17,Birmingham,241480,112.0,1.734,194.28,Diesel
FL-0005739,VEH-0099,2025-03-18,Glasgow,246232,181.4,1.461,264.99,Diesel
FL-0005740,VEH-0032,2025-03-18,Manchester,194863,117.0,1.552,181.58,Diesel
FL-0005741,VEH-0084,2025-03-22,Bristol,163641,161.0,1.742,280.38,Diesel
FL-0005742,VEH-0054,2025-01-26,London,282745,119.8,1.776,212.74,Diesel
FL-0005743,VEH-0075,2025-02-04,Glasgow,175550,102.1,1.639,167.36,Diesel
FL-0005744,VEH-0020,2025-01-04,London,164560,57.2,1.578,90.31,Electric
FL-0005745,VEH-0044,2025-02-16,Manchester,213275,63.9,1.585,101.28,Electric
FL-0005746,VEH-0059,2025-02-06,London,184790,93.8,1.828,171.52,HVO
FL-0005747,VEH-0097,2025-02-19,London,142098,124.6,1.503,187.25,Diesel
FL-0005748,VEH-0072,2025-03-08,Leeds,251522,132.4,1.68,222.37,Diesel
FL-0005749,VEH-0014,2025-01-25,Birmingham,198406,156.9,1.675,262.89,Diesel
FL-0005750,VEH-0036,2025-03-19,Birmingham,225495,100.2,1.466,146.86,Diesel
FL-0005751,VEH-0024,2025-02-12,Manchester,242270,118.1,1.519,179.4,Diesel
FL-0005752,VEH-0093,2025-01-29,Bristol,94258,45.9,1.562,71.7,Diesel
FL-0005753,VEH-0062,2025-03-16,Leeds,70098,83.3,1.734,144.38,HVO
FL-0005754,VEH-0026,2025-03-05,Manchester,62631,179.5,1.511,271.21,Diesel
FL-0005755,VEH-0057,2025-03-24,Glasgow,218598,129.4,1.576,203.88,Diesel
FL-0005756,VEH-0054,2025-03-18,London,194413,158.2,1.745,276.08,Diesel
FL-0005757,VEH-0092,2025-01-30,Leeds,183179,103.7,1.673,173.49,Diesel
FL-0005758,VEH-0037,2025-03-19,Glasgow,283944,144.9,1.518,219.9,Diesel
FL-0005759,VEH-0038,2025-02-03,Manchester,91902,116.2,1.779,206.79,HVO
FL-0005760,VEH-0012,2025-02-15,Birmingham,117927,137.3,1.755,240.97,Diesel
FL-0005761,VEH-0030,2025-03-08,London,274519,120.0,1.729,207.55,Diesel
FL-0005762,VEH-0056,2025-03-24,Leeds,225603,122.1,1.458,177.95,HVO
FL-0005763,VEH-0078,2025-01-25,Glasgow,151973,64.8,1.613,104.46,Diesel
FL-0005764,VEH-0076,2025-03-25,London,257343,102.1,1.601,163.46,Diesel
FL-0005765,VEH-0078,2025-03-17,Glasgow,97595,107.5,1.65,177.36,Diesel
FL-0005766,VEH-0016,2025-03-13,Birmingham,133170,116.3,1.473,171.29,Diesel
FL-0005767,VEH-0017,2025-02-04,London,131638,98.2,1.605,157.54,Diesel
FL-0005768,VEH-0069,2025-01-20,Manchester,280606,106.6,1.788,190.58,Diesel
FL-0005769,VEH-0048,2025-02-23,Glasgow,125396,112.0,1.709,191.35,Diesel
FL-0005770,VEH-0026,2025-01-05,Manchester,200680,106.4,1.801,191.7,HVO
FL-0005771,VEH-0054,2025-03-13,London,156806,160.9,1.808,290.99,Diesel
FL-0005772,VEH-0039,2025-03-27,Glasgow,259006,66.1,1.808,119.52,Electric
FL-0005773,VEH-0091,2025-01-11,Manchester,242547,170.6,1.691,288.47,Diesel
FL-0005774,VEH-0033,2025-01-01,London,212991,58.7,1.588,93.25,Diesel
FL-0005775,VEH-0098,2025-03-17,Glasgow,205503,108.4,1.526,165.36,Electric
FL-0005776,VEH-0008,2025-01-15,Glasgow,229662,92.0,1.831,168.4,Diesel
FL-0005777,VEH-0067,2025-03-13,Manchester,249228,106.0,1.679,177.99,Diesel
FL-0005778,VEH-0094,2025-01-06,London,102312,162.3,1.789,290.43,Diesel
FL-0005779,VEH-0049,2025-03-14,Manchester,264780,126.2,1.583,199.74,Diesel
FL-0005780,VEH-0078,2025-01-23,Glasgow,183806,72.9,1.453,105.94,Diesel
FL-0005781,VEH-0081,2025-01-29,Leeds,238299,78.6,1.838,144.47,Electric
FL-0005782,VEH-0007,2025-02-01,Bristol,284698,86.2,1.495,128.88,Diesel
FL-0005783,VEH-0070,2025-02-16,London,201304,114.6,1.606,184.03,Diesel
FL-0005784,VEH-0011,2025-02-26,Glasgow,71994,156.6,1.652,258.65,Electric
FL-0005785,VEH-0037,2025-01-30,Glasgow,296166,109.3,1.474,161.16,HVO
FL-0005786,VEH-0012,2025-02-15,Birmingham,286188,98.7,1.64,161.86,Diesel
FL-0005787,VEH-0019,2025-03-03,Leeds,288139,148.1,1.499,222.01,Diesel
FL-0005788,VEH-0057,2025-03-12,Glasgow,280198,78.8,1.742,137.24,Diesel
FL-0005789,VEH-0086,2025-03-04,Leeds,175474,149.5,1.582,236.57,Electric
FL-0005790,VEH-0027,2025-01-01,Leeds,267039,117.8,1.809,213.15,Diesel
FL-0005791,VEH-0013,2025-02-14,Birmingham,90612,128.3,1.759,225.62,Diesel
FL-0005792,VEH-0001,2025-01-12,Birmingham,171329,117.5,1.534,180.25,Diesel
FL-0005793,VEH-0036,2025-03-02,Birmingham,278018,84.9,1.611,136.79,Diesel
FL-0005794,VEH-0046,2025-03-07,Glasgow,226159,174.0,1.524,265.12,Diesel
FL-0005795,VEH-0006,2025-03-18,Bristol,190831,95.8,1.729,165.64,Electric
FL-0005796,VEH-0068,2025-01-27,Bristol,194910,99.1,1.568,155.46,Diesel
FL-0005797,VEH-0069,2025-01-25,Manchester,291374,219.5,1.58,346.8,Electric
FL-0005798,VEH-0057,2025-01-22,Glasgow,110356,94.8,1.835,173.89,HVO
FL-0005799,VEH-0076,2025-03-20,London,236179,121.2,1.713,207.65,Diesel
FL-0005800,VEH-0071,2025-03-26,Bristol,200464,134.3,1.638,220.06,Diesel
FL-0005801,VEH-0039,2025-01-13,Glasgow,263476,107.7,1.646,177.21,Diesel
FL-0005802,VEH-0084,2025-03-19,Bristol,85705,132.2,1.786,236.06,Diesel
FL-0005803,VEH-0043,2025-03-06,London,273181,46.0,1.681,77.27,Diesel
FL-0005804,VEH-0018,2025-02-09,Leeds,204991,95.0,1.603,152.21,Diesel
FL-0005805,VEH-0077,2025-01-24,London,255281,84.8,1.552,131.61,Diesel
FL-0005806,VEH-0077,2025-03-09,London,210731,59.1,1.708,100.88,HVO
FL-0005807,VEH-0004,2025-03-07,Birmingham,273382,51.3,1.688,86.6,Diesel
FL-0005808,VEH-0066,2025-01-13,Bristol,213055,188.7,1.539,290.43,Diesel
FL-0005809,VEH-0031,2025-03-27,Leeds,143891,148.4,1.563,231.89,Diesel
FL-0005810,VEH-0056,2025-03-18,Leeds,120517,132.8,1.807,240.03,Electric
FL-0005811,VEH-0005,2025-01-02,Leeds,126228,98.7,1.669,164.8,Diesel
FL-0005812,VEH-0050,2025-02-12,Birmingham,278924,64.2,1.533,98.45,Diesel
FL-0005813,VEH-0081,2025-01-06,Leeds,278033,153.1,1.511,231.33,HVO
FL-0005814,VEH-0064,2025-02-18,Glasgow,236869,74.4,1.542,114.72,Diesel
FL-0005815,VEH-0069,2025-01-25,Manchester,226247,78.2,1.686,131.77,Diesel
FL-0005816,VEH-0037,2025-01-06,Glasgow,127624,134.9,1.669,225.19,Electric
FL-0005817,VEH-0036,2025-01-05,Birmingham,150567,90.1,1.569,141.39,HVO
FL-0005818,VEH-0076,2025-01-01,London,178522,160.6,1.784,286.47,Diesel
FL-0005819,VEH-0061,2025-03-11,Glasgow,54348,162.1,1.82,294.95,Diesel
FL-0005820,VEH-0019,2025-03-03,Leeds,109191,26.7,1.833,48.85,Diesel
FL-0005821,VEH-0022,2025-02-22,Bristol,265668,53.3,1.69,90.0,Diesel
FL-0005822,VEH-0038,2025-02-10,Manchester,216390,75.3,1.745,131.47,Electric
FL-0005823,VEH-0029,2025-03-05,London,107706,115.9,1.839,213.13,Diesel
FL-0005824,VEH-0083,2025-03-04,Birmingham,177455,141.3,1.699,240.11,Diesel
FL-0005825,VEH-0075,2025-03-23,Glasgow,184288,140.1,1.548,216.86,Diesel
FL-0005826,VEH-0020,2025-02-20,London,276682,91.4,1.591,145.39,Electric
FL-0005827,VEH-0048,2025-02-06,Glasgow,133881,142.6,1.618,230.8,HVO
FL-0005828,VEH-0038,2025-01-07,Manchester,271567,93.5,1.535,143.51,Diesel
FL-0005829,VEH-0037,2025-03-07,Glasgow,206758,103.1,1.833,189.07,Diesel
FL-0005830,VEH-0058,2025-02-28,Manchester,160513,123.0,1.518,186.66,Diesel
FL-0005831,VEH-0056,2025-01-08,Leeds,155117,118.6,1.518,180.03,HVO
FL-0005832,VEH-0035,2025-03-14,Glasgow,297134,115.1,1.491,171.55,Diesel
FL-0005833,VEH-0083,2025-01-10,Birmingham,110535,122.5,1.714,209.96,Electric
FL-0005834,VEH-0022,2025-02-06,Bristol,114298,123.4,1.529,188.61,Diesel
FL-0005835,VEH-0017,2025-03-15,London,148455,55.4,1.468,81.38,Diesel
FL-0005836,VEH-0007,2025-02-21,Bristol,69364,76.5,1.839,140.6,Diesel
FL-0005837,VEH-0002,2025-02-16,London,118734,97.6,1.493,145.7,Diesel
FL-0005838,VEH-0027,2025-02-17,Leeds,163464,134.7,1.658,223.41,Diesel
FL-0005839,VEH-0002,2025-02-06,London,253220,165.3,1.694,280.1,Diesel
FL-0005840,VEH-0038,2025-02-27,Manchester,175949,215.2,1.768,380.51,Diesel
FL-0005841,VEH-0009,2025-03-14,Manchester,281807,51.3,1.841,94.52,Diesel
FL-0005842,VEH-0006,2025-03-29,Bristol,246447,93.7,1.475,138.24,Diesel
FL-0005843,VEH-0071,2025-01-06,Bristol,100389,100.1,1.5,150.14,HVO
FL-0005844,VEH-0098,2025-02-09,Glasgow,270538,163.6,1.487,243.33,Diesel
FL-0005845,VEH-0025,2025-03-24,Manchester,158166,108.8,1.652,179.73,Diesel
FL-0005846,VEH-0040,2025-02-18,Birmingham,136190,129.8,1.831,237.61,Diesel
FL-0005847,VEH-0092,2025-01-27,Leeds,208568,164.6,1.751,288.15,Electric
FL-0005848,VEH-0021,2025-01-30,Birmingham,297931,180.8,1.774,320.72,Diesel
FL-0005849,VEH-0002,2025-03-04,London,261420,52.6,1.561,82.18,Diesel
FL-0005850,VEH-0015,2025-01-09,Manchester,262106,118.9,1.577,187.54,Electric
FL-0005851,VEH-0043,2025-03-29,London,58156,109.9,1.533,168.47,HVO
FL-0005852,VEH-0058,2025-02-21,Manchester,181548,117.6,1.689,198.66,HVO
FL-0005853,VEH-0073,2025-01-19,London,227715,81.6,1.517,123.77,Electric
FL-0005854,VEH-0053,2025-02-18,Bristol,163052,112.2,1.623,182.06,Diesel
FL-0005855,VEH-0095,2025-02-23,Manchester,175185,69.0,1.523,105.05,Electric
FL-0005856,VEH-0026,2025-01-05,Manchester,162960,160.8,1.839,295.63,Diesel
FL-0005857,VEH-0098,2025-03-29,Glasgow,204510,89.6,1.69,151.36,Diesel
FL-0005858,VEH-0091,2025-01-22,Manchester,244009,110.3,1.651,182.04,HVO
FL-0005859,VEH-0044,2025-03-11,Manchester,198656,62.8,1.663,104.46,HVO
FL-0005860,VEH-0041,2025-03-18,Bristol,101495,161.3,1.545,249.2,Diesel
FL-0005861,VEH-0040,2025-03-17,Birmingham,108888,84.9,1.595,135.42,Diesel
FL-0005862,VEH-0087,2025-02-06,Bristol,72766,114.2,1.469,167.8,Electric
FL-0005863,VEH-0016,2025-03-04,Birmingham,119598,104.0,1.687,175.45,HVO
FL-0005864,VEH-0070,2025-03-26,London,144456,139.3,1.662,231.54,Diesel
FL-0005865,VEH-0082,2025-01-04,Bristol,118374,50.8,1.767,89.79,Diesel
FL-0005866,VEH-0087,2025-03-08,Bristol,115096,61.6,1.681,103.63,Diesel
FL-0005867,VEH-0018,2025-01-25,Leeds,134086,159.6,1.686,269.16,Diesel
FL-0005868,VEH-0001,2025-02-09,Birmingham,124980,121.7,1.816,220.94,Diesel
FL-0005869,VEH-0027,2025-02-21,Leeds,52260,127.9,1.833,234.47,Diesel
FL-0005870,VEH-0015,2025-01-04,Manchester,126613,163.6,1.598,261.4,Diesel
FL-0005871,VEH-0010,2025-03-06,London,115091,126.6,1.668,211.18,Diesel
FL-0005872,VEH-0053,2025-02-10,Bristol,126813,116.8,1.499,175.13,Electric
FL-0005873,VEH-0080,2025-01-19,London,80068,136.4,1.522,207.67,Diesel
FL-0005874,VEH-0069,2025-01-09,Manchester,292028,139.7,1.659,231.83,Diesel
FL-0005875,VEH-0041,2025-01-03,Bristol,225186,114.1,1.598,182.26,Electric
FL-0005876,VEH-0056,2025-03-17,Leeds,242677,78.0,1.792,139.85,Diesel
FL-0005877,VEH-0012,2025-03-14,Birmingham,130960,102.4,1.736,177.79,Diesel
FL-0005878,VEH-0051,2025-01-20,Glasgow,75031,137.4,1.755,241.2,Electric
FL-0005879,VEH-0047,2025-01-08,London,51505,75.0,1.768,132.57,Diesel
FL-0005880,VEH-0007,2025-03-03,Bristol,299784,132.0,1.493,197.07,Diesel
FL-0005881,VEH-0041,2025-03-03,Bristol,154699,102.8,1.677,172.45,Electric
FL-0005882,VEH-0060,2025-03-10,Glasgow,285788,66.5,1.81,120.39,HVO
FL-0005883,VEH-0095,2025-01-03,Manchester,285072,118.0,1.737,204.91,Diesel
FL-0005884,VEH-0071,2025-03-23,Bristol,192850,34.0,1.624,55.21,Diesel
FL-0005885,VEH-0081,2025-01-01,Leeds,233025,115.1,1.481,170.41,Diesel
FL-0005886,VEH-0035,2025-02-20,Glasgow,112899,79.0,1.675,132.31,Diesel
FL-0005887,VEH-0045,2025-02-28,Birmingham,116564,181.0,1.556,281.63,Diesel
FL-0005888,VEH-0059,2025-02-25,London,147651,143.8,1.737,249.86,Diesel
FL-0005889,VEH-0076,2025-01-06,London,182726,78.1,1.727,134.9,Electric
FL-0005890,VEH-0081,2025-03-03,Leeds,245551,95.4,1.744,166.39,Diesel
FL-0005891,VEH-0081,2025-03-15,Leeds,278876,149.9,1.457,218.42,Diesel
FL-0005892,VEH-0066,2025-01-18,Bristol,208309,87.9,1.835,161.35,Electric
FL-0005893,VEH-0073,2025-01-23,London,298523,101.5,1.51,153.25,Diesel
FL-0005894,VEH-0098,2025-01-20,Glasgow,183333,148.1,1.488,220.43,HVO
FL-0005895,VEH-0065,2025-01-07,Leeds,276731,92.4,1.577,145.7,Diesel
FL-0005896,VEH-0022,2025-03-09,Bristol,267279,99.9,1.522,152.07,Diesel
FL-0005897,VEH-0004,2025-02-23,Birmingham,82704,141.4,1.636,231.39,Electric
FL-0005898,VEH-0032,2025-02-21,Manchester,199512,84.5,1.689,142.75,Electric
FL-0005899,VEH-0094,2025-03-09,London,211715,109.1,1.739,189.77,Electric
FL-0005900,VEH-0099,2025-03-15,Glasgow,292414,74.1,1.765,130.79,Diesel
FL-0005901,VEH-0037,2025-01-20,Glasgow,69608,120.2,1.777,213.56,Diesel
FL-0005902,VEH-0072,2025-01-23,Leeds,295182,59.3,1.791,106.15,Electric
FL-0005903,VEH-0097,2025-01-08,London,275258,140.6,1.583,222.58,Electric
FL-0005904,VEH-0059,2025-01-31,London,257742,64.9,1.665,108.13,Electric
FL-0005905,VEH-0042,2025-01-14,London,162626,130.2,1.825,237.65,Diesel
FL-0005906,VEH-0087,2025-03-01,Bristol,121673,78.8,1.586,125.0,Electric
FL-0005907,VEH-0015,2025-03-15,Manchester,164487,124.5,1.603,199.52,Electric
FL-0005908,VEH-0055,2025-02-22,London,197387,104.7,1.495,156.54,Diesel
FL-0005909,VEH-0015,2025-02-17,Manchester,171976,159.5,1.67,266.41,Diesel
FL-0005910,VEH-0045,2025-03-22,Birmingham,233010,122.7,1.785,219.05,Diesel
FL-0005911,VEH-0065,2025-03-02,Leeds,163108,135.5,1.649,223.5,Diesel
FL-0005912,VEH-0064,2025-03-02,Glasgow,241336,104.5,1.813,189.53,Diesel
FL-0005913,VEH-0070,2025-03-20,London,102295,119.7,1.753,209.84,Diesel
FL-0005914,VEH-0059,2025-03-31,London,274670,98.1,1.459,143.1,Electric
FL-0005915,VEH-0081,2025-02-20,Leeds,261826,121.5,1.467,178.26,Diesel
FL-0005916,VEH-0047,2025-02-14,London,70118,59.5,1.821,108.3,Electric
FL-0005917,VEH-0036,2025-03-12,Birmingham,96117,89.3,1.56,139.26,Electric
FL-0005918,VEH-0058,2025-01-08,Manchester,176466,89.4,1.524,136.18,Diesel
FL-0005919,VEH-0077,2025-01-11,London,137248,60.7,1.474,89.43,Diesel
FL-0005920,VEH-0056,2025-01-08,Leeds,270058,142.5,1.688,240.56,Electric
FL-0005921,VEH-0059,2025-02-21,London,151689,131.9,1.821,240.24,Diesel
FL-0005922,VEH-0033,2025-01-06,London,228661,101.3,1.475,149.37,Diesel
FL-0005923,VEH-0030,2025-02-15,London,184199,89.4,1.681,150.26,Diesel
FL-0005924,VEH-0011,2025-01-12,Glasgow,129196,86.5,1.795,155.34,Electric
FL-0005925,VEH-0006,2025-01-09,Bristol,265417,69.5,1.546,107.49,Diesel
FL-0005926,VEH-0036,2025-01-23,Birmingham,270667,73.3,1.796,131.72,Electric
FL-0005927,VEH-0055,2025-03-18,London,260615,127.6,1.769,225.8,Diesel
FL-0005928,VEH-0056,2025-03-04,Leeds,110168,144.5,1.511,218.37,HVO
FL-0005929,VEH-0091,2025-03-18,Manchester,82527,139.2,1.626,226.37,Diesel
FL-0005930,VEH-0030,2025-02-22,London,115854,113.5,1.737,197.18,Diesel
FL-0005931,VEH-0007,2025-02-23,Bristol,168103,105.0,1.77,185.9,Diesel
FL-0005932,VEH-0012,2025-02-25,Birmingham,202753,86.6,1.606,139.08,HVO
FL-0005933,VEH-0078,2025-02-17,Glasgow,180029,142.9,1.561,223.0,Diesel
FL-0005934,VEH-0023,2025-03-16,Manchester,284412,83.8,1.546,129.57,HVO
FL-0005935,VEH-0036,2025-03-05,Birmingham,291001,116.6,1.597,186.27,Diesel
FL-0005936,VEH-0033,2025-01-26,London,178484,80.0,1.632,130.56,Diesel
FL-0005937,VEH-0053,2025-03-08,Bristol,112165,162.1,1.536,248.98,Diesel
FL-0005938,VEH-0074,2025-02-16,Manchester,287764,171.7,1.604,275.48,Diesel
FL-0005939,VEH-0095,2025-01-07,Manchester,198520,142.2,1.596,226.92,Diesel
FL-0005940,VEH-0087,2025-03-31,Bristol,89700,126.7,1.463,185.34,Diesel
FL-0005941,VEH-0093,2025-03-29,Bristol,91243,97.8,1.617,158.19,Diesel
FL-0005942,VEH-0019,2025-03-09,Leeds,250505,56.3,1.703,95.87,Diesel
FL-0005943,VEH-0041,2025-03-10,Bristol,80983,92.8,1.603,148.77,Diesel
FL-0005944,VEH-0018,2025-01-11,Leeds,194420,107.0,1.515,162.16,Diesel
FL-0005945,VEH-0060,2025-02-01,Glasgow,204556,85.1,1.804,153.52,Diesel
FL-0005946,VEH-0006,2025-01-07,Bristol,55192,85.6,1.803,154.34,Electric
FL-0005947,VEH-0054,2025-02-07,London,202944,117.0,1.779,208.2,Diesel
FL-0005948,VEH-0055,2025-03-27,London,245161,86.9,1.648,143.26,Electric
FL-0005949,VEH-0027,2025-02-12,Leeds,151894,68.0,1.736,118.08,Diesel
FL-0005950,VEH-0092,2025-01-06,Leeds,64094,58.5,1.806,105.57,Diesel
FL-0005951,VEH-0097,2025-01-04,London,121672,88.2,1.669,147.21,Diesel
FL-0005952,VEH-0023,2025-02-12,Manchester,279950,115.5,1.494,172.58,Diesel
FL-0005953,VEH-0044,2025-02-09,Manchester,155920,50.7,1.712,86.78,Diesel
FL-0005954,VEH-0049,2025-01-29,Manchester,131309,118.9,1.606,190.94,Diesel
FL-0005955,VEH-0068,2025-02-20,Bristol,172616,65.3,1.561,101.95,Diesel
FL-0005956,VEH-0009,2025-01-11,Manchester,98710,68.9,1.462,100.68,Diesel
FL-0005957,VEH-0002,2025-02-13,London,175993,102.7,1.757,180.48,Diesel
FL-0005958,VEH-0070,2025-01-07,London,90008,137.0,1.754,240.38,Diesel
FL-0005959,VEH-0084,2025-03-11,Bristol,232303,118.8,1.725,204.93,HVO
FL-0005960,VEH-0056,2025-03-02,Leeds,63554,84.2,1.745,146.96,Diesel
FL-0005961,VEH-0009,2025-02-05,Manchester,211096,112.7,1.662,187.27,Diesel
FL-0005962,VEH-0093,2025-03-26,Bristol,286994,114.0,1.773,202.16,Diesel
FL-0005963,VEH-0067,2025-03-25,Manchester,136099,104.5,1.721,179.77,Diesel
FL-0005964,VEH-0038,2025-03-13,Manchester,119377,109.2,1.679,183.42,Diesel
FL-0005965,VEH-0095,2025-03-15,Manchester,269440,91.9,1.636,150.31,Diesel
FL-0005966,VEH-0040,2025-03-12,Birmingham,63791,91.2,1.767,161.17,HVO
FL-0005967,VEH-0013,2025-01-28,Birmingham,50874,125.6,1.608,202.0,Diesel
FL-0005968,VEH-0074,2025-03-25,Manchester,218974,115.9,1.768,204.99,Diesel
FL-0005969,VEH-0097,2025-02-20,London,129125,123.5,1.687,208.41,Diesel
FL-0005970,VEH-0076,2025-02-10,London,73035,143.9,1.581,227.52,Diesel
FL-0005971,VEH-0001,2025-02-05,Birmingham,77375,59.4,1.775,105.42,Diesel
FL-0005972,VEH-0048,2025-02-12,Glasgow,204524,164.7,1.694,278.96,Diesel
FL-0005973,VEH-0017,2025-01-17,London,267455,97.2,1.492,144.97,Diesel
FL-0005974,VEH-0024,2025-03-13,Manchester,296289,102.5,1.541,157.94,Diesel
FL-0005975,VEH-0010,2025-03-12,London,265184,20.0,1.821,36.42,Diesel
FL-0005976,VEH-0084,2025-02-03,Bristol,259513,111.7,1.504,167.94,HVO
FL-0005977,VEH-0053,2025-03-22,Bristol,267733,120.4,1.618,194.86,Diesel
FL-0005978,VEH-0045,2025-03-07,Birmingham,115405,58.1,1.629,94.68,Diesel
FL-0005979,VEH-0026,2025-02-15,Manchester,223544,143.0,1.824,260.81,Diesel
FL-0005980,VEH-0061,2025-03-23,Glasgow,260974,90.2,1.701,153.35,Diesel
FL-0005981,VEH-0077,2025-03-14,London,241672,102.5,1.795,184.06,Diesel
FL-0005982,VEH-0024,2025-02-20,Manchester,159714,26.1,1.504,39.19,Diesel
FL-0005983,VEH-0073,2025-02-15,London,53309,116.7,1.676,195.59,Diesel
FL-0005984,VEH-0038,2025-03-13,Manchester,231731,113.4,1.513,171.57,Diesel
FL-0005985,VEH-0063,2025-01-13,London,292330,69.0,1.829,126.28,Diesel
FL-0005986,VEH-0043,2025-01-24,London,245570,99.4,1.616,160.7,Diesel
FL-0005987,VEH-0054,2025-01-15,London,248571,141.7,1.752,248.28,Diesel
FL-0005988,VEH-0016,2025-03-09,Birmingham,289164,56.5,1.685,95.19,Diesel
FL-0005989,VEH-0031,2025-01-28,Leeds,175083,168.9,1.587,268.05,Diesel
FL-0005990,VEH-0030,2025-02-11,London,209654,109.4,1.758,192.28,Diesel
FL-0005991,VEH-0011,2025-03-19,Glasgow,281588,51.3,1.811,92.94,Diesel
FL-0005992,VEH-0065,2025-01-27,Leeds,124637,161.0,1.584,255.02,Electric
FL-0005993,VEH-0009,2025-03-06,Manchester,171713,58.7,1.573,92.31,Diesel
FL-0005994,VEH-0024,2025-03-05,Manchester,141343,131.5,1.543,202.97,Diesel
FL-0005995,VEH-0028,2025-02-08,Leeds,83934,107.4,1.574,169.02,Electric
FL-0005996,VEH-0017,2025-02-07,London,269099,94.2,1.768,166.46,Diesel
FL-0005997,VEH-0009,2025-02-24,Manchester,169263,72.1,1.707,123.12,Diesel
FL-0005998,VEH-0010,2025-03-27,London,112241,116.0,1.512,175.34,Diesel
FL-0005999,VEH-0085,2025-03-23,Manchester,66958,133.7,1.786,238.82,HVO
FL-0006000,VEH-0099,2025-01-15,Glasgow,220221,104.8,1.723,180.62,Diesel
FL-0006001,VEH-0025,2025-02-09,Manchester,52629,90.1,1.534,138.2,Diesel
FL-0006002,VEH-0008,2025-02-03,Glasgow,129025,74.3,1.791,133.05,Diesel
FL-0006003,VEH-0001,2025-03-31,Birmingham,72593,122.5,1.505,184.3,Diesel
FL-0006004,VEH-0053,2025-01-10,Bristol,237036,117.8,1.627,191.69,Diesel
FL-0006005,VEH-0027,2025-01-29,Leeds,187569,81.3,1.811,147.27,Diesel
FL-0006006,VEH-0090,2025-02-25,London,291840,75.8,1.606,121.69,Electric
FL-0006007,VEH-0048,2025-01-29,Glasgow,214712,59.3,1.537,91.19,Diesel
FL-0006008,VEH-0055,2025-03-09,London,154248,117.1,1.677,196.44,HVO
FL-0006009,VEH-0094,2025-02-11,London,204257,151.8,1.734,263.26,Electric
FL-0006010,VEH-0002,2025-02-09,London,178817,132.8,1.569,208.37,Diesel
FL-0006011,VEH-0043,2025-01-13,London,58471,77.5,1.68,130.25,Diesel
FL-0006012,VEH-0016,2025-03-17,Birmingham,141415,81.1,1.73,140.35,HVO
FL-0006013,VEH-0034,2025-03-11,Glasgow,244844,114.5,1.725,197.58,Diesel
FL-0006014,VEH-0035,2025-02-06,Glasgow,177862,106.1,1.534,162.72,Diesel
