subscriber_id,plan_type,region,age_group,payment_method,monthly_fee,signup_date,churn_date,is_churned
SUB-001979,Basic,Middle East,55+,Debit Card,7.99,2022-02-16,,0
SUB-001980,Basic,North America,55+,PayPal,7.99,2022-04-20,2022-10-13,1
SUB-001981,Standard,Middle East,35-44,Apple Pay,13.99,2023-04-17,,0
SUB-001982,Standard,Europe,25-34,Debit Card,13.99,2024-06-08,,0
SUB-001983,Premium,Asia Pacific,45-54,PayPal,19.99,2024-05-16,2025-03-30,1
SUB-001984,Standard,North America,55+,Apple Pay,13.99,2022-12-06,,0
SUB-001985,Premium,Latin America,55+,Debit Card,19.99,2023-05-21,,0
SUB-001986,Standard,Latin America,55+,PayPal,13.99,2024-04-03,2025-11-14,1
SUB-001987,Premium,Europe,45-54,PayPal,19.99,2024-12-31,,0
SUB-001988,Basic,Asia Pacific,35-44,Google Pay,7.99,2022-03-20,,0
SUB-001989,Premium,Middle East,25-34,PayPal,19.99,2023-04-28,,0
SUB-001990,Standard,Europe,25-34,PayPal,13.99,2022-03-29,2023-10-31,1
SUB-001991,Basic,Asia Pacific,45-54,Apple Pay,7.99,2022-01-12,,0
SUB-001992,Premium,North America,55+,PayPal,19.99,2022-03-07,,0
SUB-001993,Standard,North America,45-54,Apple Pay,13.99,2024-12-04,,0
SUB-001994,Basic,Europe,35-44,Apple Pay,7.99,2024-04-27,,0
SUB-001995,Basic,Latin America,18-24,Apple Pay,7.99,2024-08-22,,0
SUB-001996,Basic,Latin America,25-34,Credit Card,7.99,2022-09-28,,0
SUB-001997,Premium,Middle East,35-44,Credit Card,19.99,2024-01-23,,0
SUB-001998,Basic,North America,45-54,Credit Card,7.99,2024-09-25,,0
SUB-001999,Premium,North America,25-34,PayPal,19.99,2023-05-22,,0
SUB-002000,Standard,Latin America,55+,Credit Card,13.99,2022-12-29,,0
SUB-002001,Standard,Europe,55+,Debit Card,13.99,2024-08-12,,0
SUB-002002,Basic,Latin America,55+,PayPal,7.99,2022-06-09,,0
SUB-002003,Premium,North America,18-24,Credit Card,19.99,2022-02-13,,0
SUB-002004,Basic,Europe,25-34,Debit Card,7.99,2024-07-02,2026-05-28,1
SUB-002005,Premium,Europe,18-24,Apple Pay,19.99,2024-11-07,,0
SUB-002006,Premium,Middle East,18-24,Apple Pay,19.99,2023-04-09,,0
SUB-002007,Premium,Latin America,35-44,Apple Pay,19.99,2024-11-22,,0
SUB-002008,Standard,Middle East,45-54,Debit Card,13.99,2024-05-25,,0
SUB-002009,Basic,Asia Pacific,55+,Credit Card,7.99,2024-06-28,,0
SUB-002010,Standard,Middle East,35-44,Google Pay,13.99,2022-11-05,,0
SUB-002011,Standard,Asia Pacific,55+,PayPal,13.99,2022-03-02,,0
SUB-002012,Basic,Asia Pacific,45-54,Credit Card,7.99,2024-03-03,,0
SUB-002013,Premium,Europe,18-24,Google Pay,19.99,2022-11-23,,0
SUB-002014,Premium,Asia Pacific,45-54,Google Pay,19.99,2024-11-21,,0
SUB-002015,Premium,North America,45-54,Google Pay,19.99,2023-01-26,,0
SUB-002016,Premium,North America,18-24,Credit Card,19.99,2024-08-04,,0
SUB-002017,Premium,Latin America,18-24,Credit Card,19.99,2023-09-04,,0
SUB-002018,Premium,Latin America,45-54,Google Pay,19.99,2022-02-27,,0
SUB-002019,Basic,Middle East,18-24,Credit Card,7.99,2024-05-14,2024-09-23,1
SUB-002020,Premium,Europe,25-34,Credit Card,19.99,2022-04-29,,0
SUB-002021,Standard,North America,55+,PayPal,13.99,2022-06-23,,0
SUB-002022,Basic,Europe,18-24,Apple Pay,7.99,2024-04-15,,0
SUB-002023,Standard,Asia Pacific,25-34,Apple Pay,13.99,2022-05-08,,0
SUB-002024,Standard,Europe,45-54,Credit Card,13.99,2023-11-01,,0
SUB-002025,Basic,Asia Pacific,35-44,Google Pay,7.99,2024-07-25,,0
SUB-002026,Basic,North America,35-44,Credit Card,7.99,2023-01-18,,0
SUB-002027,Premium,North America,55+,Credit Card,19.99,2022-02-26,,0
SUB-002028,Premium,North America,55+,Google Pay,19.99,2022-12-23,,0
SUB-002029,Standard,Latin America,35-44,Apple Pay,13.99,2022-01-16,2023-10-11,1
SUB-002030,Basic,Europe,25-34,PayPal,7.99,2024-11-03,,0
SUB-002031,Premium,Latin America,35-44,Apple Pay,19.99,2022-09-24,,0
SUB-002032,Standard,Europe,45-54,PayPal,13.99,2023-05-10,,0
SUB-002033,Standard,Asia Pacific,18-24,Google Pay,13.99,2023-12-27,,0
SUB-002034,Standard,Latin America,45-54,Apple Pay,13.99,2024-08-18,,0
SUB-002035,Premium,Asia Pacific,45-54,Google Pay,19.99,2024-04-04,,0
SUB-002036,Premium,North America,55+,Debit Card,19.99,2023-06-21,2025-01-06,1
SUB-002037,Premium,Latin America,55+,Debit Card,19.99,2022-02-24,,0
SUB-002038,Basic,Asia Pacific,35-44,PayPal,7.99,2024-01-28,,0
SUB-002039,Standard,Europe,55+,Credit Card,13.99,2024-10-04,,0
SUB-002040,Standard,Europe,35-44,Debit Card,13.99,2023-12-27,,0
SUB-002041,Standard,North America,45-54,Credit Card,13.99,2023-01-21,,0
SUB-002042,Standard,Middle East,18-24,PayPal,13.99,2023-04-05,,0
SUB-002043,Basic,Latin America,35-44,Credit Card,7.99,2024-02-17,,0
SUB-002044,Standard,Europe,35-44,Credit Card,13.99,2024-05-02,2025-07-03,1
SUB-002045,Basic,Europe,35-44,Credit Card,7.99,2023-07-12,,0
SUB-002046,Standard,North America,35-44,PayPal,13.99,2024-03-10,,0
SUB-002047,Basic,Latin America,45-54,Credit Card,7.99,2023-01-01,,0
SUB-002048,Premium,North America,18-24,Debit Card,19.99,2024-04-10,,0
SUB-002049,Basic,Middle East,25-34,PayPal,7.99,2024-05-20,,0
SUB-002050,Standard,North America,45-54,Google Pay,13.99,2023-12-17,,0
SUB-002051,Standard,Latin America,18-24,Apple Pay,13.99,2023-05-20,,0
SUB-002052,Standard,Middle East,55+,PayPal,13.99,2024-03-26,,0
SUB-002053,Basic,Middle East,45-54,Credit Card,7.99,2023-10-03,2024-01-11,1
SUB-002054,Basic,Europe,25-34,Apple Pay,7.99,2022-01-04,,0
SUB-002055,Standard,North America,55+,Debit Card,13.99,2024-06-25,,0
SUB-002056,Basic,Asia Pacific,25-34,Debit Card,7.99,2024-07-22,,0
SUB-002057,Basic,Asia Pacific,18-24,Google Pay,7.99,2024-07-20,2026-03-13,1
SUB-002058,Premium,Asia Pacific,45-54,Apple Pay,19.99,2024-06-24,,0
SUB-002059,Basic,Europe,45-54,Apple Pay,7.99,2022-01-19,,0
SUB-002060,Basic,Europe,18-24,PayPal,7.99,2022-11-05,,0
SUB-002061,Standard,Middle East,35-44,Credit Card,13.99,2023-05-31,,0
SUB-002062,Basic,Middle East,35-44,Credit Card,7.99,2023-03-03,2024-01-30,1
SUB-002063,Standard,Middle East,18-24,Credit Card,13.99,2022-06-26,,0
SUB-002064,Standard,Asia Pacific,55+,Apple Pay,13.99,2023-06-30,,0
SUB-002065,Standard,Asia Pacific,45-54,Debit Card,13.99,2022-11-24,,0
SUB-002066,Standard,Asia Pacific,35-44,Google Pay,13.99,2024-12-14,,0
SUB-002067,Basic,Asia Pacific,55+,Debit Card,7.99,2022-06-28,,0
SUB-002068,Basic,Middle East,18-24,Google Pay,7.99,2022-01-24,,0
SUB-002069,Premium,Middle East,18-24,Apple Pay,19.99,2024-06-21,,0
SUB-002070,Basic,North America,18-24,Credit Card,7.99,2024-05-30,,0
SUB-002071,Standard,Latin America,55+,Apple Pay,13.99,2023-07-14,,0
SUB-002072,Basic,Asia Pacific,45-54,Debit Card,7.99,2023-05-22,2023-07-30,1
SUB-002073,Premium,Europe,45-54,Google Pay,19.99,2024-09-21,,0
SUB-002074,Standard,Latin America,55+,Debit Card,13.99,2022-09-26,,0
SUB-002075,Standard,Middle East,55+,Debit Card,13.99,2023-08-13,,0
SUB-002076,Basic,North America,55+,PayPal,7.99,2023-06-27,,0
SUB-002077,Basic,Latin America,45-54,PayPal,7.99,2024-02-23,,0
SUB-002078,Standard,Europe,55+,PayPal,13.99,2024-10-28,2025-06-26,1
SUB-002079,Standard,Latin America,25-34,Google Pay,13.99,2024-08-07,,0
SUB-002080,Standard,North America,55+,Google Pay,13.99,2023-03-19,,0
SUB-002081,Basic,Middle East,45-54,Google Pay,7.99,2023-11-28,,0
SUB-002082,Basic,Latin America,18-24,Google Pay,7.99,2023-08-17,,0
SUB-002083,Standard,Middle East,35-44,Google Pay,13.99,2024-11-16,,0
SUB-002084,Premium,Europe,18-24,PayPal,19.99,2024-09-10,,0
SUB-002085,Standard,North America,25-34,Apple Pay,13.99,2022-12-28,,0
SUB-002086,Premium,North America,18-24,Credit Card,19.99,2023-12-26,,0
SUB-002087,Standard,North America,55+,Apple Pay,13.99,2023-05-19,,0
SUB-002088,Basic,Middle East,35-44,Debit Card,7.99,2024-04-25,,0
SUB-002089,Standard,Europe,18-24,Apple Pay,13.99,2023-06-14,,0
SUB-002090,Basic,Asia Pacific,45-54,Credit Card,7.99,2022-12-27,,0
SUB-002091,Standard,Latin America,45-54,Apple Pay,13.99,2023-12-26,,0
SUB-002092,Standard,Latin America,45-54,Google Pay,13.99,2024-08-20,,0
SUB-002093,Standard,Middle East,35-44,PayPal,13.99,2022-07-09,,0
SUB-002094,Standard,Middle East,25-34,Credit Card,13.99,2022-09-24,,0
SUB-002095,Basic,North America,18-24,Apple Pay,7.99,2022-11-26,,0
SUB-002096,Premium,North America,18-24,Debit Card,19.99,2023-12-25,,0
SUB-002097,Basic,Latin America,25-34,PayPal,7.99,2022-12-16,,0
SUB-002098,Premium,North America,45-54,PayPal,19.99,2022-07-28,,0
SUB-002099,Standard,Latin America,25-34,Apple Pay,13.99,2023-02-19,,0
SUB-002100,Premium,Europe,55+,Debit Card,19.99,2024-02-06,,0
SUB-002101,Premium,Latin America,25-34,Credit Card,19.99,2022-12-05,,0
SUB-002102,Basic,Latin America,45-54,Apple Pay,7.99,2022-05-18,,0
SUB-002103,Standard,Europe,55+,Credit Card,13.99,2022-01-18,,0
SUB-002104,Basic,Asia Pacific,45-54,Apple Pay,7.99,2024-07-12,,0
SUB-002105,Standard,Asia Pacific,18-24,Google Pay,13.99,2022-01-03,,0
SUB-002106,Basic,Latin America,18-24,Google Pay,7.99,2023-09-11,,0
SUB-002107,Basic,Europe,45-54,Credit Card,7.99,2022-03-19,2023-07-13,1
SUB-002108,Basic,Europe,35-44,Apple Pay,7.99,2023-10-06,,0
SUB-002109,Basic,Asia Pacific,45-54,Debit Card,7.99,2022-09-19,,0
SUB-002110,Premium,Latin America,18-24,Google Pay,19.99,2024-09-28,,0
SUB-002111,Standard,North America,55+,Apple Pay,13.99,2024-07-18,,0
SUB-002112,Standard,Middle East,18-24,Apple Pay,13.99,2023-10-01,,0
SUB-002113,Standard,Europe,45-54,Apple Pay,13.99,2023-02-23,,0
SUB-002114,Standard,Latin America,25-34,Apple Pay,13.99,2024-05-30,,0
SUB-002115,Premium,North America,25-34,PayPal,19.99,2023-10-23,,0
SUB-002116,Basic,Europe,35-44,Credit Card,7.99,2022-06-20,,0
SUB-002117,Standard,Europe,18-24,PayPal,13.99,2023-07-30,,0
SUB-002118,Standard,Middle East,45-54,Apple Pay,13.99,2024-07-08,,0
SUB-002119,Basic,Middle East,55+,Debit Card,7.99,2024-06-22,,0
SUB-002120,Premium,North America,35-44,Debit Card,19.99,2022-03-16,,0
SUB-002121,Basic,North America,18-24,Debit Card,7.99,2022-11-11,,0
SUB-002122,Premium,Europe,55+,PayPal,19.99,2023-04-14,,0
SUB-002123,Standard,Asia Pacific,55+,Google Pay,13.99,2022-04-18,,0
SUB-002124,Standard,Asia Pacific,55+,Apple Pay,13.99,2022-01-25,,0
SUB-002125,Premium,North America,45-54,Debit Card,19.99,2022-09-29,,0
SUB-002126,Standard,Europe,25-34,PayPal,13.99,2023-10-02,,0
SUB-002127,Premium,Middle East,55+,Google Pay,19.99,2022-02-21,,0
SUB-002128,Premium,Latin America,55+,Credit Card,19.99,2024-09-20,2026-03-07,1
SUB-002129,Standard,Europe,45-54,Credit Card,13.99,2022-09-03,,0
SUB-002130,Standard,Middle East,45-54,PayPal,13.99,2023-10-09,,0
SUB-002131,Premium,North America,55+,Apple Pay,19.99,2024-12-22,,0
SUB-002132,Standard,Latin America,25-34,Debit Card,13.99,2023-10-24,,0
SUB-002133,Basic,Middle East,35-44,Google Pay,7.99,2023-06-16,,0
SUB-002134,Basic,Europe,45-54,Debit Card,7.99,2024-12-18,,0
SUB-002135,Premium,North America,25-34,Debit Card,19.99,2024-07-14,,0
SUB-002136,Standard,Asia Pacific,18-24,Debit Card,13.99,2023-02-18,,0
SUB-002137,Basic,Asia Pacific,55+,Credit Card,7.99,2024-12-24,,0
SUB-002138,Premium,North America,45-54,Apple Pay,19.99,2023-10-25,2023-12-04,1
SUB-002139,Premium,Europe,18-24,Credit Card,19.99,2022-06-30,,0
SUB-002140,Basic,Asia Pacific,35-44,PayPal,7.99,2023-09-25,,0
SUB-002141,Premium,Asia Pacific,25-34,Google Pay,19.99,2023-11-12,2024-12-16,1
SUB-002142,Premium,Europe,18-24,Google Pay,19.99,2024-03-29,,0
SUB-002143,Premium,Asia Pacific,25-34,PayPal,19.99,2023-09-16,,0
SUB-002144,Premium,Latin America,25-34,Google Pay,19.99,2022-07-30,,0
SUB-002145,Premium,Europe,35-44,Apple Pay,19.99,2022-02-26,,0
SUB-002146,Standard,North America,35-44,Google Pay,13.99,2023-02-12,,0
SUB-002147,Premium,Latin America,55+,Google Pay,19.99,2022-05-22,2024-02-28,1
SUB-002148,Premium,Asia Pacific,18-24,Google Pay,19.99,2024-03-14,2025-09-04,1
SUB-002149,Premium,Middle East,55+,PayPal,19.99,2024-02-03,,0
SUB-002150,Premium,Latin America,25-34,Credit Card,19.99,2022-01-08,,0
SUB-002151,Standard,Latin America,18-24,Apple Pay,13.99,2022-10-19,,0
SUB-002152,Standard,Europe,45-54,Google Pay,13.99,2024-02-22,,0
SUB-002153,Basic,North America,18-24,Apple Pay,7.99,2022-04-19,,0
SUB-002154,Standard,Europe,55+,Google Pay,13.99,2022-03-17,,0
SUB-002155,Basic,Europe,25-34,Apple Pay,7.99,2022-05-24,,0
SUB-002156,Basic,Latin America,35-44,Credit Card,7.99,2024-01-01,,0
SUB-002157,Basic,Middle East,25-34,Debit Card,7.99,2024-04-25,,0
SUB-002158,Standard,Latin America,55+,Google Pay,13.99,2024-08-25,,0
SUB-002159,Basic,Europe,18-24,PayPal,7.99,2022-09-08,2023-01-24,1
SUB-002160,Basic,Europe,35-44,PayPal,7.99,2022-09-03,,0
SUB-002161,Standard,Asia Pacific,35-44,Credit Card,13.99,2023-09-07,,0
SUB-002162,Basic,Middle East,18-24,Debit Card,7.99,2022-10-29,,0
SUB-002163,Basic,Middle East,18-24,Apple Pay,7.99,2024-05-06,,0
SUB-002164,Standard,Latin America,55+,Apple Pay,13.99,2024-12-01,,0
SUB-002165,Standard,North America,25-34,Apple Pay,13.99,2023-04-27,,0
SUB-002166,Standard,Asia Pacific,45-54,PayPal,13.99,2024-02-19,,0
SUB-002167,Standard,Europe,18-24,Google Pay,13.99,2024-10-21,,0
SUB-002168,Premium,Latin America,18-24,PayPal,19.99,2024-04-15,,0
SUB-002169,Standard,Middle East,55+,Credit Card,13.99,2022-04-12,,0
SUB-002170,Basic,North America,55+,Google Pay,7.99,2023-08-03,,0
SUB-002171,Basic,North America,25-34,PayPal,7.99,2023-07-30,,0
SUB-002172,Premium,Middle East,55+,Debit Card,19.99,2023-08-21,2025-02-01,1
SUB-002173,Basic,Middle East,35-44,Apple Pay,7.99,2024-06-30,,0
SUB-002174,Standard,Latin America,45-54,PayPal,13.99,2023-02-18,2023-11-09,1
SUB-002175,Basic,Asia Pacific,35-44,Credit Card,7.99,2022-09-30,,0
SUB-002176,Basic,North America,35-44,Credit Card,7.99,2022-06-06,2023-02-16,1
SUB-002177,Basic,North America,55+,Apple Pay,7.99,2024-04-27,2025-12-01,1
SUB-002178,Premium,Europe,55+,PayPal,19.99,2024-09-05,,0
SUB-002179,Standard,North America,45-54,Credit Card,13.99,2022-08-26,,0
SUB-002180,Premium,Europe,35-44,Credit Card,19.99,2022-02-20,,0
SUB-002181,Premium,Middle East,55+,Credit Card,19.99,2024-05-08,,0
SUB-002182,Standard,Middle East,55+,Credit Card,13.99,2024-02-03,,0
SUB-002183,Standard,Middle East,18-24,PayPal,13.99,2023-12-31,,0
SUB-002184,Premium,North America,18-24,Credit Card,19.99,2022-04-08,,0
SUB-002185,Standard,Asia Pacific,45-54,PayPal,13.99,2023-09-12,,0
SUB-002186,Premium,Latin America,18-24,Debit Card,19.99,2023-12-14,,0
SUB-002187,Standard,Europe,45-54,Credit Card,13.99,2022-06-17,,0
SUB-002188,Premium,Europe,35-44,Debit Card,19.99,2022-07-13,,0
SUB-002189,Standard,Latin America,45-54,Google Pay,13.99,2024-08-29,,0
SUB-002190,Premium,Asia Pacific,25-34,PayPal,19.99,2022-08-29,2024-05-02,1
SUB-002191,Standard,Latin America,35-44,Debit Card,13.99,2023-11-11,,0
SUB-002192,Standard,Asia Pacific,45-54,Credit Card,13.99,2024-07-20,,0
SUB-002193,Basic,Latin America,55+,Apple Pay,7.99,2022-03-08,,0
SUB-002194,Standard,Middle East,35-44,PayPal,13.99,2024-08-12,2026-01-22,1
SUB-002195,Standard,Europe,55+,Apple Pay,13.99,2024-04-16,,0
SUB-002196,Standard,Middle East,35-44,Apple Pay,13.99,2023-02-12,,0
SUB-002197,Standard,North America,55+,Debit Card,13.99,2022-08-31,,0
SUB-002198,Standard,Asia Pacific,35-44,Apple Pay,13.99,2023-10-30,,0
SUB-002199,Standard,Middle East,18-24,Debit Card,13.99,2023-01-25,,0
SUB-002200,Premium,Europe,18-24,Apple Pay,19.99,2022-11-10,,0
SUB-002201,Premium,North America,55+,Google Pay,19.99,2022-08-06,,0
SUB-002202,Standard,Asia Pacific,55+,Google Pay,13.99,2024-02-21,,0
SUB-002203,Standard,Latin America,45-54,PayPal,13.99,2024-02-12,,0
SUB-002204,Basic,Europe,45-54,Credit Card,7.99,2022-02-25,,0
SUB-002205,Standard,North America,45-54,Debit Card,13.99,2024-12-21,,0
SUB-002206,Standard,Latin America,18-24,Credit Card,13.99,2022-02-04,,0
SUB-002207,Standard,Asia Pacific,55+,Google Pay,13.99,2022-01-23,,0
SUB-002208,Standard,Asia Pacific,18-24,Google Pay,13.99,2023-11-29,,0
SUB-002209,Standard,Europe,35-44,Debit Card,13.99,2024-02-27,,0
SUB-002210,Standard,Europe,25-34,Credit Card,13.99,2024-05-24,,0
SUB-002211,Standard,Middle East,45-54,Google Pay,13.99,2023-09-14,,0
SUB-002212,Basic,North America,45-54,Credit Card,7.99,2022-04-02,,0
SUB-002213,Standard,Asia Pacific,18-24,Credit Card,13.99,2023-11-24,,0
SUB-002214,Basic,Europe,25-34,Apple Pay,7.99,2024-09-19,,0
SUB-002215,Standard,Asia Pacific,18-24,Credit Card,13.99,2023-11-18,,0
SUB-002216,Basic,Middle East,18-24,Debit Card,7.99,2023-03-18,,0
SUB-002217,Premium,Asia Pacific,55+,Apple Pay,19.99,2023-01-06,,0
SUB-002218,Standard,North America,18-24,Debit Card,13.99,2022-09-04,,0
SUB-002219,Standard,North America,55+,Debit Card,13.99,2024-08-14,2026-01-17,1
SUB-002220,Basic,Asia Pacific,55+,PayPal,7.99,2024-09-17,,0
SUB-002221,Basic,Asia Pacific,25-34,Google Pay,7.99,2023-07-04,,0
SUB-002222,Standard,North America,35-44,Apple Pay,13.99,2024-11-29,2026-09-05,1
SUB-002223,Standard,Middle East,18-24,Credit Card,13.99,2024-10-10,,0
SUB-002224,Premium,Europe,35-44,Apple Pay,19.99,2023-06-23,,0
SUB-002225,Standard,Middle East,25-34,Apple Pay,13.99,2023-02-13,,0
SUB-002226,Basic,North America,18-24,Apple Pay,7.99,2022-12-04,,0
SUB-002227,Standard,Europe,45-54,Google Pay,13.99,2024-01-26,,0
SUB-002228,Basic,Asia Pacific,55+,Credit Card,7.99,2022-02-06,,0
SUB-002229,Premium,Asia Pacific,25-34,Debit Card,19.99,2024-02-02,,0
SUB-002230,Basic,Latin America,25-34,Apple Pay,7.99,2024-12-16,2025-09-08,1
SUB-002231,Standard,Latin America,35-44,Google Pay,13.99,2024-06-26,,0
SUB-002232,Basic,Europe,35-44,Debit Card,7.99,2023-02-12,,0
SUB-002233,Basic,Latin America,25-34,Credit Card,7.99,2023-06-29,,0
SUB-002234,Premium,Asia Pacific,45-54,Google Pay,19.99,2023-06-10,2024-05-07,1
SUB-002235,Premium,Asia Pacific,35-44,Google Pay,19.99,2022-01-26,2022-12-09,1
SUB-002236,Premium,Asia Pacific,25-34,Debit Card,19.99,2024-03-19,,0
SUB-002237,Standard,North America,25-34,PayPal,13.99,2023-06-05,,0
SUB-002238,Basic,Middle East,35-44,Google Pay,7.99,2024-02-12,,0
SUB-002239,Premium,Middle East,18-24,Debit Card,19.99,2024-07-29,,0
SUB-002240,Premium,Asia Pacific,45-54,Debit Card,19.99,2024-09-20,2025-08-19,1
SUB-002241,Standard,Europe,55+,Credit Card,13.99,2023-06-21,,0
SUB-002242,Standard,Europe,25-34,Debit Card,13.99,2022-06-14,,0
SUB-002243,Standard,Middle East,55+,Debit Card,13.99,2024-02-17,,0
SUB-002244,Standard,Middle East,55+,Credit Card,13.99,2022-05-17,,0
SUB-002245,Standard,North America,55+,Google Pay,13.99,2022-04-10,,0
SUB-002246,Standard,Europe,25-34,PayPal,13.99,2022-10-11,,0
SUB-002247,Standard,Latin America,18-24,PayPal,13.99,2023-02-24,,0
SUB-002248,Premium,Latin America,45-54,Google Pay,19.99,2024-03-26,,0
SUB-002249,Standard,Middle East,45-54,Google Pay,13.99,2024-08-25,,0
SUB-002250,Standard,Latin America,45-54,Credit Card,13.99,2024-12-15,,0
SUB-002251,Standard,Europe,25-34,Debit Card,13.99,2024-04-01,2025-03-08,1
SUB-002252,Premium,North America,55+,Apple Pay,19.99,2024-04-18,2025-02-27,1
SUB-002253,Premium,Europe,55+,PayPal,19.99,2024-07-06,,0
SUB-002254,Basic,Europe,25-34,Google Pay,7.99,2022-07-22,,0
SUB-002255,Basic,Europe,18-24,Google Pay,7.99,2022-07-15,,0
SUB-002256,Standard,North America,25-34,PayPal,13.99,2022-09-03,,0
SUB-002257,Premium,Asia Pacific,25-34,Credit Card,19.99,2024-04-27,2024-11-09,1
SUB-002258,Standard,Asia Pacific,35-44,PayPal,13.99,2022-06-07,2023-04-02,1
SUB-002259,Standard,Latin America,45-54,Debit Card,13.99,2023-06-11,,0
SUB-002260,Premium,Middle East,18-24,PayPal,19.99,2024-08-11,,0
SUB-002261,Standard,Europe,35-44,PayPal,13.99,2023-12-29,2024-11-19,1
SUB-002262,Basic,Europe,45-54,Credit Card,7.99,2024-10-24,2026-03-03,1
SUB-002263,Basic,Latin America,45-54,Google Pay,7.99,2024-11-02,,0
SUB-002264,Standard,Europe,55+,Google Pay,13.99,2024-07-31,,0
SUB-002265,Standard,Europe,25-34,Apple Pay,13.99,2023-01-29,,0
SUB-002266,Basic,Europe,45-54,Apple Pay,7.99,2024-07-05,,0
SUB-002267,Standard,Latin America,45-54,Google Pay,13.99,2024-10-26,,0
SUB-002268,Standard,Europe,55+,Google Pay,13.99,2023-03-17,,0
SUB-002269,Standard,Latin America,25-34,Apple Pay,13.99,2022-12-10,2023-04-21,1
SUB-002270,Standard,Latin America,35-44,Apple Pay,13.99,2024-09-26,,0
SUB-002271,Basic,Latin America,45-54,PayPal,7.99,2024-04-13,,0
SUB-002272,Premium,Europe,18-24,Debit Card,19.99,2022-09-13,,0
SUB-002273,Premium,Europe,18-24,Credit Card,19.99,2023-02-17,,0
SUB-002274,Standard,Asia Pacific,35-44,Credit Card,13.99,2023-08-16,,0
SUB-002275,Standard,Middle East,18-24,Credit Card,13.99,2024-02-28,,0
SUB-002276,Standard,Latin America,45-54,Debit Card,13.99,2023-11-21,,0
SUB-002277,Standard,Asia Pacific,18-24,Debit Card,13.99,2024-03-24,,0
SUB-002278,Standard,Europe,45-54,PayPal,13.99,2024-02-17,,0
SUB-002279,Premium,Asia Pacific,35-44,Debit Card,19.99,2023-09-09,,0
SUB-002280,Standard,Asia Pacific,18-24,Google Pay,13.99,2023-11-26,,0
SUB-002281,Basic,Europe,18-24,Debit Card,7.99,2022-07-06,,0
SUB-002282,Standard,North America,55+,Google Pay,13.99,2024-06-09,,0
SUB-002283,Basic,North America,45-54,PayPal,7.99,2023-12-08,,0
SUB-002284,Basic,Latin America,55+,Debit Card,7.99,2024-11-16,,0
SUB-002285,Standard,Asia Pacific,55+,Debit Card,13.99,2022-10-29,,0
SUB-002286,Premium,Middle East,45-54,Google Pay,19.99,2022-07-14,,0
SUB-002287,Standard,Middle East,55+,Credit Card,13.99,2023-05-02,,0
SUB-002288,Premium,Europe,45-54,Debit Card,19.99,2022-07-25,,0
SUB-002289,Standard,Asia Pacific,45-54,Google Pay,13.99,2022-05-13,2022-09-08,1
SUB-002290,Basic,Latin America,35-44,Credit Card,7.99,2024-04-02,,0
SUB-002291,Premium,Latin America,55+,Google Pay,19.99,2023-09-26,,0
SUB-002292,Basic,Middle East,35-44,PayPal,7.99,2023-01-23,,0
SUB-002293,Standard,Latin America,18-24,Apple Pay,13.99,2024-09-09,2024-11-08,1
SUB-002294,Basic,Europe,55+,PayPal,7.99,2024-06-15,,0
SUB-002295,Basic,Asia Pacific,35-44,Credit Card,7.99,2023-08-30,,0
SUB-002296,Premium,Europe,35-44,PayPal,19.99,2024-10-26,2025-07-30,1
SUB-002297,Standard,North America,25-34,Debit Card,13.99,2024-01-18,,0
SUB-002298,Standard,Middle East,35-44,Credit Card,13.99,2024-01-26,2025-06-12,1
SUB-002299,Standard,Asia Pacific,45-54,Apple Pay,13.99,2023-11-25,,0
SUB-002300,Standard,Asia Pacific,35-44,Debit Card,13.99,2024-01-12,2025-09-21,1
SUB-002301,Premium,Latin America,25-34,PayPal,19.99,2022-02-27,,0
SUB-002302,Standard,North America,35-44,Google Pay,13.99,2023-02-11,2023-04-24,1
