timesheet_id,consultant_id,engagement_id,week_starting,task_type,hours_logged,is_billable,daily_rate_gbp,billed_value_gbp
TS-0005804,CON-0137,ENG-00463,2025-03-19,Client Work,2.42,1,894,270.44
TS-0005805,CON-0075,ENG-00947,2024-12-25,Client Work,6.65,1,748,621.77
TS-0005806,CON-0069,ENG-00709,2024-12-25,Training,7.58,0,948,0
TS-0005807,CON-0064,ENG-00224,2024-08-28,Training,2.37,0,689,0
TS-0005808,CON-0147,ENG-00635,2025-01-29,Client Work,3.69,1,924,426.19
TS-0005809,CON-0038,ENG-00802,2024-07-24,Business Development,7.7,0,740,0
TS-0005810,CON-0073,ENG-00838,2024-07-31,Client Work,1.34,1,1199,200.83
TS-0005811,CON-0046,ENG-00644,2025-02-05,Client Work,5.09,1,498,316.85
TS-0005812,CON-0137,ENG-00113,2025-03-26,Client Work,4.22,1,894,471.58
TS-0005813,CON-0133,ENG-00269,2025-03-19,Training,5.02,0,923,0
TS-0005814,CON-0163,ENG-00481,2024-09-25,Client Work,9.96,1,494,615.03
TS-0005815,CON-0006,ENG-00438,2024-08-07,Client Work,2.54,1,441,140.02
TS-0005816,CON-0083,ENG-00458,2024-12-11,Client Work,9.49,1,985,1168.46
TS-0005817,CON-0136,ENG-00605,2024-10-02,Training,0.72,0,747,0
TS-0005818,CON-0089,ENG-00685,2024-09-18,Client Work,2.26,1,902,254.81
TS-0005819,CON-0120,ENG-00030,2024-12-25,Training,4.97,0,424,0
TS-0005820,CON-0111,ENG-00775,2025-01-29,Client Work,1.31,1,1220,199.78
TS-0005821,CON-0180,ENG-00555,2024-08-21,Admin,6.2,0,945,0
TS-0005822,CON-0062,ENG-00905,2024-12-25,Training,8.7,0,1635,0
TS-0005823,CON-0146,ENG-00113,2024-08-28,Client Work,4.89,1,407,248.78
TS-0005824,CON-0094,ENG-00613,2025-03-19,Client Work,3.33,1,1956,814.19
TS-0005825,CON-0173,ENG-00105,2024-10-02,Training,2.86,0,748,0
TS-0005826,CON-0106,ENG-00958,2025-02-12,Client Work,3.68,0,1577,0
TS-0005827,CON-0178,ENG-00518,2024-07-03,Client Work,1.13,1,2843,401.57
TS-0005828,CON-0012,ENG-00644,2024-12-25,Internal,3.95,0,2892,0
TS-0005829,CON-0008,ENG-00839,2025-01-08,Client Work,5.21,1,861,560.73
TS-0005830,CON-0117,ENG-00541,2024-10-02,Internal,6.97,0,1999,0
TS-0005831,CON-0078,ENG-00452,2025-02-19,Business Development,5.37,0,1200,0
TS-0005832,CON-0051,ENG-00825,2024-07-03,Client Work,5.42,1,1622,1098.9
TS-0005833,CON-0197,ENG-00360,2025-01-22,Client Work,9.33,1,452,527.14
TS-0005834,CON-0085,ENG-00676,2024-11-06,Business Development,0.57,0,1216,0
TS-0005835,CON-0075,ENG-00899,2024-10-23,Business Development,5.05,0,748,0
TS-0005836,CON-0132,ENG-00060,2025-04-02,Client Work,1.62,1,1968,398.52
TS-0005837,CON-0116,ENG-00568,2025-02-12,Client Work,6.8,1,649,551.65
TS-0005838,CON-0100,ENG-00823,2024-10-23,Client Work,9.51,1,905,1075.82
TS-0005839,CON-0110,ENG-00505,2025-02-19,Client Work,6.43,1,683,548.96
TS-0005840,CON-0069,ENG-00971,2024-10-23,Admin,8.94,0,948,0
TS-0005841,CON-0142,ENG-00576,2025-03-12,Training,9.97,0,1688,0
TS-0005842,CON-0151,ENG-00221,2024-07-10,Client Work,2.27,1,1675,475.28
TS-0005843,CON-0161,ENG-00035,2025-01-22,Business Development,4.03,0,1175,0
TS-0005844,CON-0002,ENG-00866,2024-11-27,Client Work,6.38,1,1258,1003.25
TS-0005845,CON-0200,ENG-00056,2024-08-21,Business Development,2.01,0,2866,0
TS-0005846,CON-0167,ENG-00039,2024-08-28,Business Development,6.18,0,676,0
TS-0005847,CON-0160,ENG-00412,2024-12-18,Client Work,0.7,1,658,57.57
TS-0005848,CON-0154,ENG-00843,2024-09-11,Training,3.9,0,447,0
TS-0005849,CON-0103,ENG-00362,2024-10-23,Admin,9.8,0,619,0
TS-0005850,CON-0008,ENG-00451,2025-03-26,Business Development,1.61,0,861,0
TS-0005851,CON-0091,ENG-00282,2024-07-24,Internal,6.98,0,707,0
TS-0005852,CON-0054,ENG-00947,2024-09-11,Client Work,1.89,1,1222,288.7
TS-0005853,CON-0161,ENG-00624,2024-12-04,Client Work,5.81,1,1175,853.34
TS-0005854,CON-0084,ENG-00005,2024-07-10,Client Work,2.4,1,959,287.7
TS-0005855,CON-0171,ENG-00971,2025-02-26,Client Work,0.87,1,1240,134.85
TS-0005856,CON-0178,ENG-00875,2024-12-18,Admin,1.7,0,2843,0
TS-0005857,CON-0015,ENG-00309,2025-02-19,Training,7.93,0,1586,0
TS-0005858,CON-0009,ENG-00581,2024-10-16,Training,1.03,0,2775,0
TS-0005859,CON-0089,ENG-00305,2025-02-19,Client Work,4.76,1,902,536.69
TS-0005860,CON-0133,ENG-00368,2025-01-15,Internal,5.11,0,923,0
TS-0005861,CON-0115,ENG-00907,2024-10-02,Client Work,5.49,1,684,469.4
TS-0005862,CON-0192,ENG-00154,2024-10-30,Internal,3.63,0,2794,0
TS-0005863,CON-0175,ENG-00336,2024-10-16,Client Work,1.5,1,1678,314.62
TS-0005864,CON-0022,ENG-00549,2024-09-11,Client Work,8.67,0,2879,0
TS-0005865,CON-0049,ENG-00784,2025-02-12,Training,4.65,0,852,0
TS-0005866,CON-0071,ENG-00873,2024-08-28,Client Work,8.75,1,684,748.12
TS-0005867,CON-0026,ENG-00517,2024-11-27,Client Work,3.94,0,2074,0
TS-0005868,CON-0166,ENG-00479,2025-01-01,Internal,7.94,0,1223,0
TS-0005869,CON-0170,ENG-00742,2024-08-07,Client Work,3.72,1,612,284.58
TS-0005870,CON-0011,ENG-00250,2024-07-24,Admin,1.68,0,912,0
TS-0005871,CON-0109,ENG-00746,2025-04-02,Client Work,3.38,1,718,303.36
TS-0005872,CON-0190,ENG-00514,2025-01-22,Client Work,6.91,1,741,640.04
TS-0005873,CON-0087,ENG-00016,2024-11-06,Client Work,3.18,1,738,293.36
TS-0005874,CON-0190,ENG-00118,2024-11-20,Business Development,5.35,0,741,0
TS-0005875,CON-0035,ENG-00671,2024-10-23,Client Work,7.26,1,613,556.3
TS-0005876,CON-0011,ENG-00244,2024-11-27,Client Work,9.36,1,912,1067.04
TS-0005877,CON-0106,ENG-00610,2024-12-11,Client Work,3.85,0,1577,0
TS-0005878,CON-0179,ENG-00820,2024-10-02,Client Work,3.66,1,694,317.5
TS-0005879,CON-0131,ENG-00080,2024-07-24,Client Work,7.26,1,1179,1069.94
TS-0005880,CON-0170,ENG-00157,2025-01-15,Client Work,3.63,1,612,277.69
TS-0005881,CON-0115,ENG-00787,2025-01-15,Business Development,9.37,0,684,0
TS-0005882,CON-0070,ENG-00382,2025-03-12,Training,4.01,0,1287,0
TS-0005883,CON-0182,ENG-00121,2024-08-28,Client Work,4.75,1,2054,1219.56
TS-0005884,CON-0074,ENG-00755,2025-03-19,Internal,2.86,0,1295,0
TS-0005885,CON-0153,ENG-00482,2025-04-02,Client Work,5.19,1,1696,1100.28
TS-0005886,CON-0182,ENG-00292,2024-11-27,Training,6.2,0,2054,0
TS-0005887,CON-0073,ENG-00561,2024-11-13,Client Work,7.5,1,1199,1124.06
TS-0005888,CON-0119,ENG-00918,2024-10-23,Training,8.53,0,603,0
TS-0005889,CON-0028,ENG-00447,2025-01-08,Client Work,6.94,1,1688,1464.34
TS-0005890,CON-0088,ENG-00808,2025-01-01,Business Development,5.14,0,654,0
TS-0005891,CON-0040,ENG-00338,2024-12-11,Client Work,3.76,1,642,301.74
TS-0005892,CON-0008,ENG-00953,2024-09-11,Internal,4.59,0,861,0
TS-0005893,CON-0068,ENG-00640,2024-07-10,Client Work,1.68,1,438,91.98
TS-0005894,CON-0040,ENG-00934,2024-09-04,Client Work,6.96,1,642,558.54
TS-0005895,CON-0102,ENG-00370,2024-09-25,Internal,9.45,0,497,0
TS-0005896,CON-0095,ENG-00972,2024-08-21,Business Development,2.42,0,468,0
TS-0005897,CON-0027,ENG-00509,2024-07-24,Client Work,3.19,1,1271,506.81
TS-0005898,CON-0094,ENG-00345,2025-03-05,Client Work,3.25,1,1956,794.62
TS-0005899,CON-0092,ENG-00638,2024-11-27,Training,3.95,0,1206,0
TS-0005900,CON-0112,ENG-00821,2024-09-18,Admin,4.53,0,475,0
TS-0005901,CON-0143,ENG-00980,2024-10-02,Client Work,8.05,1,977,983.11
TS-0005902,CON-0169,ENG-00496,2025-01-01,Client Work,1.01,0,925,0
TS-0005903,CON-0157,ENG-00365,2024-07-03,Client Work,8.13,1,619,629.06
TS-0005904,CON-0149,ENG-00094,2024-07-10,Client Work,7.71,1,1984,1912.08
TS-0005905,CON-0014,ENG-00301,2024-09-25,Client Work,1.34,1,2030,340.03
TS-0005906,CON-0085,ENG-00697,2025-01-29,Client Work,7.78,1,1216,1182.56
TS-0005907,CON-0024,ENG-00641,2025-03-19,Client Work,2.7,1,850,286.88
TS-0005908,CON-0101,ENG-00570,2024-12-18,Training,7.9,0,379,0
TS-0005909,CON-0158,ENG-00699,2024-10-16,Training,6.85,0,620,0
TS-0005910,CON-0108,ENG-00037,2025-02-19,Client Work,9.65,0,1218,0
TS-0005911,CON-0133,ENG-00519,2025-02-26,Client Work,6.95,1,923,801.86
TS-0005912,CON-0023,ENG-00035,2024-12-11,Client Work,7.74,1,1600,1548.0
TS-0005913,CON-0051,ENG-00612,2024-08-07,Client Work,4.01,1,1622,813.03
TS-0005914,CON-0053,ENG-00178,2024-07-17,Client Work,3.21,1,634,254.39
TS-0005915,CON-0009,ENG-00626,2024-09-25,Business Development,7.47,0,2775,0
TS-0005916,CON-0182,ENG-00223,2025-03-12,Client Work,5.25,1,2054,1347.94
TS-0005917,CON-0011,ENG-00190,2024-07-03,Business Development,8.95,0,912,0
TS-0005918,CON-0140,ENG-00574,2025-01-15,Client Work,9.46,0,673,0
TS-0005919,CON-0017,ENG-00574,2025-02-26,Business Development,5.52,0,2876,0
TS-0005920,CON-0073,ENG-00976,2025-01-15,Client Work,7.65,1,1199,1146.54
TS-0005921,CON-0106,ENG-00792,2025-01-15,Client Work,2.86,0,1577,0
TS-0005922,CON-0070,ENG-00902,2024-08-28,Business Development,5.66,0,1287,0
TS-0005923,CON-0077,ENG-00525,2024-08-07,Client Work,2.27,1,1235,350.43
TS-0005924,CON-0197,ENG-00415,2025-01-08,Client Work,3.14,1,452,177.41
TS-0005925,CON-0187,ENG-00836,2025-01-01,Client Work,8.56,1,489,523.23
TS-0005926,CON-0066,ENG-00475,2025-03-05,Client Work,7.0,1,2880,2520.0
TS-0005927,CON-0043,ENG-00780,2025-02-05,Client Work,4.62,1,930,537.08
TS-0005928,CON-0062,ENG-00453,2025-03-26,Internal,3.61,0,1635,0
TS-0005929,CON-0024,ENG-00700,2025-03-05,Client Work,8.34,1,850,886.12
TS-0005930,CON-0078,ENG-00280,2025-04-02,Client Work,3.46,1,1200,519.0
TS-0005931,CON-0135,ENG-00457,2024-08-07,Client Work,9.52,1,432,514.08
TS-0005932,CON-0099,ENG-00836,2025-04-02,Client Work,8.04,1,1155,1160.77
TS-0005933,CON-0158,ENG-00721,2024-11-27,Client Work,8.2,0,620,0
TS-0005934,CON-0085,ENG-00828,2025-01-08,Client Work,6.71,1,1216,1019.92
TS-0005935,CON-0051,ENG-00630,2024-10-30,Client Work,1.95,1,1622,395.36
TS-0005936,CON-0097,ENG-00812,2025-03-19,Internal,8.55,0,1214,0
TS-0005937,CON-0145,ENG-00825,2024-12-18,Client Work,9.57,1,411,491.66
TS-0005938,CON-0100,ENG-00400,2025-01-01,Business Development,8.17,0,905,0
TS-0005939,CON-0017,ENG-00982,2024-08-21,Business Development,5.61,0,2876,0
TS-0005940,CON-0036,ENG-00591,2024-09-04,Client Work,7.84,1,377,369.46
TS-0005941,CON-0162,ENG-00999,2024-08-28,Client Work,5.82,1,1964,1428.81
TS-0005942,CON-0036,ENG-00191,2024-07-24,Client Work,2.47,1,377,116.4
TS-0005943,CON-0125,ENG-00724,2025-03-05,Internal,1.01,0,983,0
TS-0005944,CON-0100,ENG-00692,2024-07-31,Client Work,4.43,1,905,501.14
TS-0005945,CON-0078,ENG-00724,2025-02-19,Admin,5.21,0,1200,0
TS-0005946,CON-0063,ENG-00053,2024-10-23,Internal,3.61,0,627,0
TS-0005947,CON-0099,ENG-00703,2024-11-20,Business Development,4.77,0,1155,0
TS-0005948,CON-0103,ENG-00668,2024-12-11,Internal,4.87,0,619,0
TS-0005949,CON-0099,ENG-00576,2024-07-03,Client Work,3.85,1,1155,555.84
TS-0005950,CON-0018,ENG-00871,2024-08-28,Training,6.55,0,458,0
TS-0005951,CON-0123,ENG-00668,2025-01-08,Client Work,2.93,1,863,316.07
TS-0005952,CON-0155,ENG-00271,2024-10-02,Admin,9.2,0,978,0
TS-0005953,CON-0043,ENG-00479,2024-07-17,Client Work,1.52,1,930,176.7
TS-0005954,CON-0112,ENG-00364,2024-09-25,Training,8.1,0,475,0
TS-0005955,CON-0046,ENG-00044,2024-07-24,Client Work,1.33,1,498,82.79
TS-0005956,CON-0176,ENG-00523,2025-01-08,Client Work,4.83,0,2025,0
TS-0005957,CON-0026,ENG-00887,2024-12-11,Client Work,2.87,0,2074,0
TS-0005958,CON-0022,ENG-00647,2025-03-12,Client Work,9.72,0,2879,0
TS-0005959,CON-0089,ENG-00687,2024-07-10,Internal,4.38,0,902,0
TS-0005960,CON-0161,ENG-00104,2024-10-16,Client Work,8.85,1,1175,1299.84
TS-0005961,CON-0141,ENG-00328,2024-07-24,Client Work,6.45,1,414,333.79
TS-0005962,CON-0049,ENG-00935,2024-09-18,Internal,7.24,0,852,0
TS-0005963,CON-0129,ENG-00889,2025-01-29,Training,4.4,0,1158,0
TS-0005964,CON-0053,ENG-00191,2025-02-05,Business Development,7.07,0,634,0
TS-0005965,CON-0013,ENG-00799,2024-10-30,Client Work,2.44,1,680,207.4
TS-0005966,CON-0025,ENG-00002,2024-12-25,Client Work,9.83,1,428,525.9
TS-0005967,CON-0130,ENG-00631,2024-07-31,Business Development,5.17,0,1209,0
TS-0005968,CON-0010,ENG-00373,2024-09-04,Client Work,1.27,0,418,0
TS-0005969,CON-0069,ENG-00358,2025-01-22,Training,6.72,0,948,0
TS-0005970,CON-0076,ENG-00595,2025-01-01,Client Work,6.19,1,730,564.84
TS-0005971,CON-0086,ENG-00868,2024-08-28,Client Work,7.18,1,1211,1086.87
TS-0005972,CON-0090,ENG-00632,2025-04-02,Client Work,9.6,1,2097,2516.4
TS-0005973,CON-0075,ENG-00221,2024-11-20,Training,5.29,0,748,0
TS-0005974,CON-0050,ENG-00046,2024-11-13,Admin,0.56,0,2804,0
TS-0005975,CON-0124,ENG-00491,2024-12-11,Client Work,0.88,1,1980,217.8
TS-0005976,CON-0020,ENG-00012,2025-03-26,Internal,9.02,0,1287,0
TS-0005977,CON-0036,ENG-00112,2024-12-25,Client Work,4.83,1,377,227.61
TS-0005978,CON-0087,ENG-00823,2024-09-25,Internal,1.55,0,738,0
TS-0005979,CON-0115,ENG-00245,2024-09-04,Client Work,2.84,1,684,242.82
TS-0005980,CON-0157,ENG-00130,2025-01-15,Client Work,8.1,1,619,626.74
TS-0005981,CON-0046,ENG-00424,2025-01-08,Client Work,4.28,1,498,266.43
TS-0005982,CON-0012,ENG-00180,2024-10-09,Client Work,1.32,1,2892,477.18
TS-0005983,CON-0106,ENG-00992,2024-12-04,Client Work,0.71,0,1577,0
TS-0005984,CON-0196,ENG-00150,2024-10-23,Client Work,3.65,1,733,334.43
TS-0005985,CON-0039,ENG-00432,2025-01-22,Admin,9.0,0,1610,0
TS-0005986,CON-0173,ENG-00248,2024-12-25,Business Development,4.99,0,748,0
TS-0005987,CON-0015,ENG-00148,2025-01-22,Business Development,1.57,0,1586,0
TS-0005988,CON-0002,ENG-00911,2024-12-04,Training,8.53,0,1258,0
TS-0005989,CON-0176,ENG-00946,2025-01-08,Client Work,0.9,0,2025,0
TS-0005990,CON-0149,ENG-00003,2024-11-20,Client Work,1.22,1,1984,302.56
TS-0005991,CON-0019,ENG-00995,2024-09-18,Client Work,5.46,0,914,0
TS-0005992,CON-0099,ENG-00465,2025-03-26,Client Work,2.21,1,1155,319.07
TS-0005993,CON-0062,ENG-00374,2024-09-25,Client Work,2.68,1,1635,547.73
TS-0005994,CON-0179,ENG-00942,2024-10-09,Client Work,8.72,1,694,756.46
TS-0005995,CON-0070,ENG-00543,2024-11-06,Business Development,7.16,0,1287,0
TS-0005996,CON-0021,ENG-00892,2025-01-01,Client Work,8.27,0,466,0
TS-0005997,CON-0114,ENG-00596,2024-11-06,Client Work,8.68,1,1298,1408.33
TS-0005998,CON-0181,ENG-00541,2024-10-09,Client Work,3.08,1,406,156.31
TS-0005999,CON-0102,ENG-00700,2024-10-23,Client Work,5.52,0,497,0
TS-0006000,CON-0086,ENG-00644,2024-11-27,Business Development,5.95,0,1211,0
TS-0006001,CON-0037,ENG-00739,2024-07-17,Client Work,8.63,1,671,723.84
TS-0006002,CON-0168,ENG-00928,2024-07-31,Client Work,3.4,1,948,402.9
TS-0006003,CON-0130,ENG-00034,2024-11-20,Client Work,6.26,1,1209,946.04
TS-0006004,CON-0049,ENG-00292,2024-12-25,Internal,7.37,0,852,0
TS-0006005,CON-0058,ENG-00427,2024-09-25,Internal,0.56,0,388,0
TS-0006006,CON-0124,ENG-00726,2024-12-11,Business Development,2.34,0,1980,0
TS-0006007,CON-0180,ENG-00892,2024-07-24,Client Work,8.29,1,945,979.26
TS-0006008,CON-0073,ENG-00123,2024-12-25,Internal,3.0,0,1199,0
TS-0006009,CON-0116,ENG-00952,2025-01-15,Client Work,6.64,1,649,538.67
TS-0006010,CON-0025,ENG-00806,2025-01-22,Client Work,9.68,1,428,517.88
TS-0006011,CON-0070,ENG-00452,2024-07-24,Client Work,2.25,1,1287,361.97
TS-0006012,CON-0181,ENG-00717,2025-04-02,Client Work,9.04,1,406,458.78
TS-0006013,CON-0058,ENG-00884,2024-10-02,Training,6.46,0,388,0
TS-0006014,CON-0145,ENG-00763,2025-01-29,Client Work,6.6,1,411,339.07
TS-0006015,CON-0139,ENG-00384,2024-12-18,Client Work,4.81,1,932,560.37
TS-0006016,CON-0155,ENG-00456,2024-12-11,Client Work,6.24,1,978,762.84
TS-0006017,CON-0127,ENG-00975,2024-10-16,Admin,7.86,0,2803,0
TS-0006018,CON-0062,ENG-00032,2024-07-31,Admin,7.01,0,1635,0
TS-0006019,CON-0185,ENG-00372,2025-03-19,Client Work,4.1,1,1675,858.44
TS-0006020,CON-0197,ENG-00562,2024-09-25,Client Work,6.68,1,452,377.42
TS-0006021,CON-0125,ENG-00603,2024-10-02,Admin,4.07,0,983,0
TS-0006022,CON-0165,ENG-00512,2024-07-10,Client Work,7.28,1,2068,1881.88
TS-0006023,CON-0066,ENG-00741,2024-11-13,Client Work,3.83,1,2880,1378.8
TS-0006024,CON-0184,ENG-00821,2024-11-06,Training,8.77,0,738,0
TS-0006025,CON-0039,ENG-00758,2024-11-27,Client Work,9.35,1,1610,1881.69
TS-0006026,CON-0095,ENG-00479,2024-07-10,Business Development,8.6,0,468,0
TS-0006027,CON-0098,ENG-00886,2024-12-11,Client Work,2.98,0,367,0
TS-0006028,CON-0047,ENG-00891,2024-07-03,Client Work,8.87,0,733,0
TS-0006029,CON-0083,ENG-00436,2024-09-04,Business Development,7.35,0,985,0
TS-0006030,CON-0116,ENG-00114,2025-03-19,Business Development,2.02,0,649,0
TS-0006031,CON-0007,ENG-00779,2024-08-28,Admin,8.39,0,1246,0
TS-0006032,CON-0169,ENG-00393,2024-07-31,Client Work,4.64,0,925,0
TS-0006033,CON-0006,ENG-00758,2024-08-21,Client Work,6.26,1,441,345.08
TS-0006034,CON-0057,ENG-00447,2024-07-03,Client Work,1.15,1,963,138.43
TS-0006035,CON-0072,ENG-00865,2025-03-12,Client Work,5.78,1,1229,887.95
TS-0006036,CON-0168,ENG-00479,2024-07-24,Client Work,2.36,1,948,279.66
TS-0006037,CON-0035,ENG-00512,2024-12-25,Business Development,5.51,0,613,0
TS-0006038,CON-0089,ENG-00952,2025-02-19,Client Work,8.32,1,902,938.08
TS-0006039,CON-0127,ENG-00804,2024-07-24,Client Work,6.87,1,2803,2407.08
TS-0006040,CON-0119,ENG-00138,2024-12-18,Client Work,8.87,1,603,668.58
TS-0006041,CON-0026,ENG-00108,2025-03-12,Client Work,6.65,0,2074,0
TS-0006042,CON-0198,ENG-00753,2025-03-26,Training,3.41,0,1170,0
TS-0006043,CON-0008,ENG-00988,2025-02-05,Client Work,6.54,1,861,703.87
TS-0006044,CON-0153,ENG-00371,2024-12-18,Business Development,5.85,0,1696,0
TS-0006045,CON-0029,ENG-00608,2024-09-11,Client Work,3.86,0,1245,0
TS-0006046,CON-0031,ENG-00995,2024-10-02,Client Work,2.78,1,865,300.59
TS-0006047,CON-0187,ENG-00854,2025-03-12,Admin,6.8,0,489,0
TS-0006048,CON-0073,ENG-00749,2025-02-19,Internal,6.29,0,1199,0
TS-0006049,CON-0091,ENG-00046,2024-07-24,Client Work,1.51,1,707,133.45
TS-0006050,CON-0120,ENG-00765,2024-10-30,Training,7.36,0,424,0
TS-0006051,CON-0107,ENG-00655,2025-01-29,Client Work,5.64,1,1283,904.51
TS-0006052,CON-0142,ENG-00134,2024-08-21,Client Work,5.22,1,1688,1101.42
TS-0006053,CON-0131,ENG-00461,2024-11-06,Client Work,6.27,1,1179,924.04
TS-0006054,CON-0096,ENG-00885,2025-04-02,Training,6.83,0,686,0
TS-0006055,CON-0086,ENG-00671,2025-03-05,Client Work,5.6,1,1211,847.7
TS-0006056,CON-0096,ENG-00396,2025-03-26,Client Work,4.96,0,686,0
TS-0006057,CON-0032,ENG-00182,2024-12-04,Client Work,0.84,1,1610,169.05
TS-0006058,CON-0021,ENG-00627,2024-09-25,Client Work,4.11,0,466,0
TS-0006059,CON-0066,ENG-00437,2025-03-12,Client Work,4.12,1,2880,1483.2
TS-0006060,CON-0126,ENG-00115,2025-03-12,Client Work,4.49,1,678,380.53
TS-0006061,CON-0150,ENG-00590,2024-09-25,Client Work,2.77,1,668,231.29
TS-0006062,CON-0010,ENG-00218,2024-07-31,Client Work,5.77,0,418,0
TS-0006063,CON-0143,ENG-00222,2024-07-17,Client Work,4.24,1,977,517.81
TS-0006064,CON-0034,ENG-00528,2025-01-29,Client Work,2.74,1,1574,539.1
TS-0006065,CON-0085,ENG-00183,2025-01-08,Business Development,1.01,0,1216,0
TS-0006066,CON-0154,ENG-00692,2024-10-30,Internal,9.58,0,447,0
TS-0006067,CON-0065,ENG-00492,2025-02-12,Client Work,2.27,1,702,199.19
TS-0006068,CON-0041,ENG-00413,2025-03-19,Training,6.1,0,716,0
TS-0006069,CON-0075,ENG-00764,2024-12-11,Client Work,2.69,1,748,251.51
TS-0006070,CON-0043,ENG-00820,2024-08-28,Client Work,2.6,1,930,302.25
TS-0006071,CON-0113,ENG-00661,2025-01-22,Client Work,3.69,1,854,393.91
TS-0006072,CON-0003,ENG-00813,2024-10-16,Client Work,3.13,1,743,290.7
TS-0006073,CON-0185,ENG-00831,2025-01-15,Client Work,7.7,1,1675,1612.19
TS-0006074,CON-0166,ENG-00057,2024-11-20,Client Work,5.08,1,1223,776.61
TS-0006075,CON-0170,ENG-00507,2025-01-29,Internal,5.84,0,612,0
TS-0006076,CON-0118,ENG-00308,2024-10-02,Client Work,1.69,1,1222,258.15
TS-0006077,CON-0078,ENG-00217,2024-11-13,Business Development,2.46,0,1200,0
TS-0006078,CON-0064,ENG-00515,2024-07-31,Client Work,3.64,1,689,313.5
TS-0006079,CON-0091,ENG-00033,2025-03-19,Client Work,9.7,1,707,857.24
TS-0006080,CON-0041,ENG-00052,2025-04-02,Client Work,0.83,1,716,74.28
TS-0006081,CON-0049,ENG-00390,2025-03-19,Business Development,4.05,0,852,0
TS-0006082,CON-0165,ENG-00361,2025-01-01,Client Work,6.31,1,2068,1631.13
TS-0006083,CON-0051,ENG-00205,2025-03-12,Client Work,5.59,1,1622,1133.37
TS-0006084,CON-0118,ENG-01000,2024-07-03,Internal,5.6,0,1222,0
TS-0006085,CON-0084,ENG-00017,2024-12-25,Client Work,3.09,1,959,370.41
TS-0006086,CON-0199,ENG-00945,2025-03-19,Business Development,3.09,0,499,0
TS-0006087,CON-0028,ENG-00062,2024-07-31,Client Work,1.89,1,1688,398.79
TS-0006088,CON-0125,ENG-00799,2025-03-19,Client Work,6.41,1,983,787.63
TS-0006089,CON-0090,ENG-00286,2025-03-19,Client Work,9.25,1,2097,2424.66
TS-0006090,CON-0001,ENG-00110,2025-02-19,Internal,5.3,0,920,0
TS-0006091,CON-0164,ENG-00630,2025-01-01,Business Development,9.41,0,447,0
TS-0006092,CON-0165,ENG-00117,2024-10-02,Admin,7.75,0,2068,0
TS-0006093,CON-0161,ENG-00601,2024-10-16,Client Work,9.73,1,1175,1429.09
TS-0006094,CON-0083,ENG-00216,2025-02-19,Client Work,5.28,1,985,650.1
TS-0006095,CON-0163,ENG-00080,2024-08-14,Client Work,7.31,1,494,451.39
TS-0006096,CON-0010,ENG-00876,2024-09-25,Client Work,4.01,0,418,0
TS-0006097,CON-0014,ENG-00659,2024-08-07,Training,8.45,0,2030,0
TS-0006098,CON-0074,ENG-00862,2024-09-11,Client Work,3.37,1,1295,545.52
TS-0006099,CON-0086,ENG-00931,2024-11-20,Client Work,9.9,1,1211,1498.61
TS-0006100,CON-0001,ENG-00934,2024-09-18,Admin,8.39,0,920,0
TS-0006101,CON-0088,ENG-00727,2024-10-23,Internal,6.42,0,654,0
TS-0006102,CON-0179,ENG-00174,2024-09-04,Business Development,5.91,0,694,0
TS-0006103,CON-0002,ENG-00502,2024-08-07,Internal,2.84,0,1258,0
TS-0006104,CON-0076,ENG-00235,2024-10-30,Client Work,9.17,1,730,836.76
TS-0006105,CON-0160,ENG-00949,2024-11-27,Internal,2.96,0,658,0
TS-0006106,CON-0176,ENG-00051,2024-07-24,Client Work,8.06,0,2025,0
TS-0006107,CON-0064,ENG-00949,2025-03-12,Client Work,9.86,1,689,849.19
TS-0006108,CON-0014,ENG-00453,2025-03-12,Admin,3.9,0,2030,0
TS-0006109,CON-0101,ENG-00195,2024-11-27,Client Work,2.97,1,379,140.7
TS-0006110,CON-0196,ENG-00756,2024-08-07,Business Development,0.5,0,733,0
TS-0006111,CON-0044,ENG-00170,2024-11-06,Business Development,5.13,0,890,0
TS-0006112,CON-0103,ENG-00069,2024-12-18,Client Work,9.1,1,619,704.11
TS-0006113,CON-0087,ENG-00447,2024-10-23,Business Development,1.32,0,738,0
TS-0006114,CON-0188,ENG-00978,2024-11-27,Client Work,2.32,1,716,207.64
TS-0006115,CON-0173,ENG-00202,2025-01-08,Client Work,7.44,1,748,695.64
TS-0006116,CON-0004,ENG-00144,2025-02-19,Client Work,9.43,1,671,790.94
TS-0006117,CON-0018,ENG-00337,2025-01-08,Business Development,8.85,0,458,0
TS-0006118,CON-0142,ENG-00120,2025-01-15,Business Development,1.44,0,1688,0
TS-0006119,CON-0096,ENG-00745,2025-01-29,Client Work,5.88,0,686,0
TS-0006120,CON-0181,ENG-00338,2024-09-18,Business Development,3.39,0,406,0
TS-0006121,CON-0046,ENG-00175,2024-08-07,Internal,8.7,0,498,0
TS-0006122,CON-0165,ENG-00703,2024-08-14,Business Development,2.02,0,2068,0
TS-0006123,CON-0150,ENG-00933,2025-03-26,Client Work,1.57,1,668,131.09
TS-0006124,CON-0029,ENG-00292,2024-07-03,Internal,2.56,0,1245,0
TS-0006125,CON-0132,ENG-00985,2024-12-11,Business Development,4.27,0,1968,0
