batch_id,production_line,product,batch_start,batch_end,planned_units,units_produced,defect_count,downtime_minutes,machine_id,failure_event
B-01821,Line-A,Bracket-Z,2025-02-20 08:00:00,2025-02-20 16:00:00,349,325,15,38.5,MCH-0035,0
B-03660,Line-C,Rotor-M,2025-03-13 08:00:00,2025-03-13 16:00:00,299,281,9,29.8,MCH-0027,0
B-03280,Line-B,Widget-A,2025-03-09 08:00:00,2025-03-09 16:00:00,397,379,18,30.0,MCH-0016,0
B-00466,Line-A,Gear-X,2025-02-05 16:00:00,2025-02-06 00:00:00,291,222,19,159.0,MCH-0045,1
B-00197,Line-B,Rotor-M,2025-02-03 16:00:00,2025-02-04 00:00:00,344,270,20,169.3,MCH-0011,1
B-03041,Line-B,Widget-A,2025-03-06 00:00:00,2025-03-06 08:00:00,336,325,12,14.9,MCH-0031,0
B-01736,Line-A,Bracket-Z,2025-02-19 16:00:00,2025-02-20 00:00:00,267,205,28,155.6,MCH-0035,1
B-02968,Line-E,Valve-Q,2025-03-05 08:00:00,2025-03-05 16:00:00,330,315,6,8.4,MCH-0039,0
B-00615,Line-E,Gear-X,2025-02-07 00:00:00,2025-02-07 08:00:00,312,249,19,160.7,MCH-0024,1
B-00770,Line-C,Bracket-Z,2025-02-09 16:00:00,2025-02-10 00:00:00,289,287,7,3.6,MCH-0012,0
B-03871,Line-D,Bracket-Z,2025-03-15 16:00:00,2025-03-16 00:00:00,329,262,27,138.7,MCH-0038,1
B-03929,Line-D,Bracket-Z,2025-03-16 00:00:00,2025-03-16 08:00:00,333,323,7,22.3,MCH-0023,0
B-02103,Line-C,Bracket-Z,2025-02-24 08:00:00,2025-02-24 16:00:00,399,368,12,39.9,MCH-0007,0
B-02237,Line-B,Gear-X,2025-02-25 00:00:00,2025-02-25 08:00:00,326,298,9,38.5,MCH-0031,0
B-02302,Line-B,Rotor-M,2025-02-26 00:00:00,2025-02-26 08:00:00,317,296,13,25.1,MCH-0016,0
B-01941,Line-B,Valve-Q,2025-02-22 00:00:00,2025-02-22 08:00:00,359,268,20,182.2,MCH-0006,1
B-01003,Line-A,Widget-A,2025-02-11 00:00:00,2025-02-11 08:00:00,236,220,7,34.1,MCH-0040,0
B-02999,Line-C,Bracket-Z,2025-03-06 08:00:00,2025-03-06 16:00:00,365,298,20,118.8,MCH-0007,1
B-01615,Line-A,Bracket-Z,2025-02-18 00:00:00,2025-02-18 08:00:00,305,285,7,48.1,MCH-0025,0
B-03178,Line-D,Rotor-M,2025-03-08 16:00:00,2025-03-09 00:00:00,328,325,8,0.0,MCH-0008,0
B-00870,Line-D,Widget-A,2025-02-10 00:00:00,2025-02-10 08:00:00,302,280,9,24.5,MCH-0018,0
B-02722,Line-A,Rotor-M,2025-03-03 16:00:00,2025-03-04 00:00:00,274,253,7,24.2,MCH-0005,0
B-03457,Line-E,Valve-Q,2025-03-11 00:00:00,2025-03-11 08:00:00,289,277,9,18.6,MCH-0014,0
B-01570,Line-E,Bracket-Z,2025-02-17 08:00:00,2025-02-17 16:00:00,316,294,11,26.2,MCH-0044,0
B-04032,Line-B,Gear-X,2025-03-17 08:00:00,2025-03-17 16:00:00,281,263,9,47.4,MCH-0036,0
B-00383,Line-C,Bracket-Z,2025-02-05 16:00:00,2025-02-06 00:00:00,253,225,5,49.0,MCH-0007,0
B-00695,Line-D,Rotor-M,2025-02-08 08:00:00,2025-02-08 16:00:00,289,275,7,14.6,MCH-0023,0
B-01449,Line-A,Gear-X,2025-02-16 00:00:00,2025-02-16 08:00:00,354,336,8,42.7,MCH-0030,0
B-00631,Line-D,Valve-Q,2025-02-07 00:00:00,2025-02-07 08:00:00,311,297,9,37.2,MCH-0033,0
B-00861,Line-E,Bracket-Z,2025-02-10 08:00:00,2025-02-10 16:00:00,347,294,22,124.3,MCH-0014,1
B-02404,Line-C,Rotor-M,2025-02-27 16:00:00,2025-02-28 00:00:00,268,187,17,220.3,MCH-0022,1
B-02022,Line-D,Bracket-Z,2025-02-23 08:00:00,2025-02-23 16:00:00,366,351,7,13.5,MCH-0013,0
B-03264,Line-B,Rotor-M,2025-03-09 08:00:00,2025-03-09 16:00:00,328,316,8,7.6,MCH-0006,0
B-01540,Line-A,Rotor-M,2025-02-17 16:00:00,2025-02-18 00:00:00,263,250,7,0.6,MCH-0030,0
B-01990,Line-B,Rotor-M,2025-02-22 08:00:00,2025-02-22 16:00:00,342,314,8,38.7,MCH-0041,0
B-01139,Line-A,Widget-A,2025-02-13 08:00:00,2025-02-13 16:00:00,318,301,8,28.2,MCH-0015,0
B-01151,Line-B,Rotor-M,2025-02-13 16:00:00,2025-02-14 00:00:00,329,315,8,26.1,MCH-0021,0
B-01275,Line-B,Gear-X,2025-02-14 16:00:00,2025-02-15 00:00:00,293,219,28,196.3,MCH-0031,1
B-02934,Line-A,Bracket-Z,2025-03-05 00:00:00,2025-03-05 08:00:00,308,282,11,51.1,MCH-0020,0
B-03400,Line-B,Widget-A,2025-03-10 08:00:00,2025-03-10 16:00:00,374,363,10,13.7,MCH-0031,0
B-03432,Line-E,Valve-Q,2025-03-10 16:00:00,2025-03-11 00:00:00,261,244,10,32.8,MCH-0049,0
B-02137,Line-E,Rotor-M,2025-02-24 00:00:00,2025-02-24 08:00:00,345,262,28,192.0,MCH-0024,1
B-02660,Line-B,Widget-A,2025-03-02 00:00:00,2025-03-02 08:00:00,305,303,8,7.6,MCH-0021,0
B-02991,Line-E,Widget-A,2025-03-06 00:00:00,2025-03-06 08:00:00,332,259,28,159.0,MCH-0004,1
B-02136,Line-D,Gear-X,2025-02-24 00:00:00,2025-02-24 08:00:00,352,312,28,89.0,MCH-0023,1
B-01611,Line-B,Rotor-M,2025-02-18 00:00:00,2025-02-18 08:00:00,394,296,29,175.2,MCH-0021,1
B-00103,Line-A,Rotor-M,2025-02-02 08:00:00,2025-02-02 16:00:00,337,307,9,38.3,MCH-0005,0
B-01893,Line-B,Valve-Q,2025-02-21 08:00:00,2025-02-21 16:00:00,326,262,23,144.8,MCH-0026,1
B-01428,Line-A,Bracket-Z,2025-02-16 16:00:00,2025-02-17 00:00:00,275,266,10,11.8,MCH-0020,0
B-01414,Line-B,Widget-A,2025-02-16 08:00:00,2025-02-16 16:00:00,343,332,10,24.7,MCH-0011,0
B-03336,Line-B,Gear-X,2025-03-10 08:00:00,2025-03-10 16:00:00,285,219,25,180.4,MCH-0001,1
B-02114,Line-C,Widget-A,2025-02-24 00:00:00,2025-02-24 08:00:00,360,336,13,32.8,MCH-0012,0
B-03682,Line-C,Gear-X,2025-03-13 16:00:00,2025-03-14 00:00:00,313,237,21,196.8,MCH-0037,1
B-03204,Line-B,Rotor-M,2025-03-08 08:00:00,2025-03-08 16:00:00,336,326,8,17.4,MCH-0021,0
B-00499,Line-D,Widget-A,2025-02-06 16:00:00,2025-02-07 00:00:00,270,256,7,7.2,MCH-0013,0
B-00760,Line-D,Bracket-Z,2025-02-09 08:00:00,2025-02-09 16:00:00,346,324,7,25.7,MCH-0008,0
B-00983,Line-E,Valve-Q,2025-02-11 08:00:00,2025-02-11 16:00:00,267,260,5,19.5,MCH-0029,0
B-03752,Line-A,Bracket-Z,2025-03-14 00:00:00,2025-03-14 08:00:00,305,286,12,36.2,MCH-0020,0
B-00443,Line-B,Rotor-M,2025-02-05 16:00:00,2025-02-06 00:00:00,387,286,26,197.9,MCH-0036,1
B-01002,Line-E,Rotor-M,2025-02-11 16:00:00,2025-02-12 00:00:00,239,234,5,15.8,MCH-0039,0
B-01599,Line-A,Widget-A,2025-02-18 00:00:00,2025-02-18 08:00:00,326,311,9,21.6,MCH-0015,0
B-02742,Line-B,Bracket-Z,2025-03-03 00:00:00,2025-03-03 08:00:00,353,267,22,173.3,MCH-0016,1
B-03607,Line-C,Bracket-Z,2025-03-12 00:00:00,2025-03-12 08:00:00,261,238,5,33.3,MCH-0047,0
B-00195,Line-A,Widget-A,2025-02-03 00:00:00,2025-02-03 08:00:00,335,253,22,179.2,MCH-0010,1
B-03162,Line-B,Widget-A,2025-03-07 00:00:00,2025-03-07 08:00:00,314,292,10,53.9,MCH-0046,0
B-03194,Line-B,Rotor-M,2025-03-08 16:00:00,2025-03-09 00:00:00,286,185,18,245.5,MCH-0016,1
B-01149,Line-A,Widget-A,2025-02-13 00:00:00,2025-02-13 08:00:00,345,329,10,22.7,MCH-0020,0
B-01015,Line-B,Widget-A,2025-02-11 08:00:00,2025-02-11 16:00:00,336,308,12,42.3,MCH-0046,0
B-03725,Line-B,Valve-Q,2025-03-14 00:00:00,2025-03-14 08:00:00,341,328,10,22.1,MCH-0006,0
B-03738,Line-C,Rotor-M,2025-03-14 16:00:00,2025-03-15 00:00:00,315,303,12,32.1,MCH-0012,0
B-02056,Line-C,Gear-X,2025-02-23 00:00:00,2025-02-23 08:00:00,295,268,9,35.9,MCH-0032,0
B-00251,Line-E,Widget-A,2025-02-03 08:00:00,2025-02-03 16:00:00,308,291,10,16.7,MCH-0044,0
B-01040,Line-A,Valve-Q,2025-02-12 00:00:00,2025-02-12 08:00:00,312,307,10,11.8,MCH-0010,0
B-02500,Line-A,Widget-A,2025-02-28 08:00:00,2025-02-28 16:00:00,302,292,8,23.2,MCH-0025,0
B-03202,Line-A,Bracket-Z,2025-03-08 00:00:00,2025-03-08 08:00:00,350,256,26,191.7,MCH-0020,1
B-01908,Line-A,Rotor-M,2025-02-21 08:00:00,2025-02-21 16:00:00,347,324,12,31.7,MCH-0035,0
B-03802,Line-B,Gear-X,2025-03-15 08:00:00,2025-03-15 16:00:00,260,251,11,21.6,MCH-0001,0
B-02639,Line-B,Gear-X,2025-03-02 00:00:00,2025-03-02 08:00:00,270,220,16,125.9,MCH-0011,1
B-02446,Line-D,Rotor-M,2025-02-27 08:00:00,2025-02-27 16:00:00,289,279,7,30.4,MCH-0048,0
B-04056,Line-E,Bracket-Z,2025-03-17 16:00:00,2025-03-18 00:00:00,382,353,12,44.8,MCH-0049,0
B-00767,Line-B,Widget-A,2025-02-09 08:00:00,2025-02-09 16:00:00,379,377,10,0.0,MCH-0011,0
B-02810,Line-E,Valve-Q,2025-03-04 00:00:00,2025-03-04 08:00:00,324,309,9,22.5,MCH-0004,0
B-01771,Line-A,Rotor-M,2025-02-20 08:00:00,2025-02-20 16:00:00,305,293,8,9.3,MCH-0005,0
B-02581,Line-B,Gear-X,2025-03-01 08:00:00,2025-03-01 16:00:00,326,303,8,34.5,MCH-0031,0
B-02014,Line-E,Bracket-Z,2025-02-23 08:00:00,2025-02-23 16:00:00,343,323,13,24.2,MCH-0009,0
B-02250,Line-C,Valve-Q,2025-02-25 00:00:00,2025-02-25 08:00:00,396,323,32,125.1,MCH-0037,1
B-01323,Line-A,Valve-Q,2025-02-15 00:00:00,2025-02-15 08:00:00,349,341,11,17.7,MCH-0005,0
B-00426,Line-C,Bracket-Z,2025-02-05 00:00:00,2025-02-05 08:00:00,308,298,9,13.1,MCH-0027,0
B-00307,Line-C,Gear-X,2025-02-04 00:00:00,2025-02-04 08:00:00,257,247,9,25.9,MCH-0022,0
B-01667,Line-A,Rotor-M,2025-02-18 08:00:00,2025-02-18 16:00:00,355,281,21,140.3,MCH-0050,1
B-02078,Line-E,Widget-A,2025-02-23 08:00:00,2025-02-23 16:00:00,208,198,5,8.7,MCH-0044,0
B-01514,Line-E,Widget-A,2025-02-17 00:00:00,2025-02-17 08:00:00,377,353,16,45.7,MCH-0014,0
B-03547,Line-E,Widget-A,2025-03-12 00:00:00,2025-03-12 08:00:00,291,269,10,29.3,MCH-0014,0
B-00402,Line-C,Valve-Q,2025-02-05 16:00:00,2025-02-06 00:00:00,315,300,7,22.3,MCH-0017,0
B-01314,Line-C,Gear-X,2025-02-15 16:00:00,2025-02-16 00:00:00,257,246,6,29.8,MCH-0002,0
B-01504,Line-E,Valve-Q,2025-02-17 08:00:00,2025-02-17 16:00:00,354,343,14,24.8,MCH-0009,0
B-00485,Line-B,Widget-A,2025-02-06 08:00:00,2025-02-06 16:00:00,410,389,12,20.3,MCH-0006,0
B-03471,Line-C,Gear-X,2025-03-11 08:00:00,2025-03-11 16:00:00,286,275,9,21.7,MCH-0022,0
B-00732,Line-E,Gear-X,2025-02-08 16:00:00,2025-02-09 00:00:00,323,310,11,26.3,MCH-0044,0
B-02822,Line-E,Gear-X,2025-03-04 00:00:00,2025-03-04 08:00:00,321,232,20,223.0,MCH-0009,1
B-03258,Line-C,Rotor-M,2025-03-09 00:00:00,2025-03-09 08:00:00,426,406,8,31.2,MCH-0002,0
B-03045,Line-D,Bracket-Z,2025-03-06 00:00:00,2025-03-06 08:00:00,325,323,11,3.4,MCH-0033,0
B-03455,Line-C,Bracket-Z,2025-03-11 00:00:00,2025-03-11 08:00:00,318,294,11,34.9,MCH-0012,0
B-02272,Line-C,Valve-Q,2025-02-26 08:00:00,2025-02-26 16:00:00,238,179,16,163.1,MCH-0002,1
B-02426,Line-A,Gear-X,2025-02-27 08:00:00,2025-02-27 16:00:00,292,242,21,137.5,MCH-0035,1
B-00783,Line-E,Widget-A,2025-02-09 16:00:00,2025-02-10 00:00:00,307,289,10,33.9,MCH-0019,0
B-03650,Line-A,Widget-A,2025-03-13 08:00:00,2025-03-13 16:00:00,373,356,10,34.0,MCH-0020,0
B-03286,Line-E,Rotor-M,2025-03-09 16:00:00,2025-03-10 00:00:00,325,319,10,0.9,MCH-0019,0
B-01675,Line-A,Widget-A,2025-02-19 08:00:00,2025-02-19 16:00:00,308,283,8,32.3,MCH-0005,0
B-00652,Line-C,Widget-A,2025-02-07 08:00:00,2025-02-07 16:00:00,279,267,7,23.7,MCH-0047,0
B-03083,Line-E,Widget-A,2025-03-07 16:00:00,2025-03-08 00:00:00,351,286,32,144.9,MCH-0009,1
B-03172,Line-E,Bracket-Z,2025-03-08 08:00:00,2025-03-08 16:00:00,284,259,8,34.3,MCH-0004,0
B-04019,Line-A,Bracket-Z,2025-03-17 08:00:00,2025-03-17 16:00:00,321,300,9,28.8,MCH-0030,0
B-03322,Line-A,Widget-A,2025-03-09 08:00:00,2025-03-09 16:00:00,337,290,19,107.1,MCH-0040,1
B-02196,Line-D,Valve-Q,2025-02-25 00:00:00,2025-02-25 08:00:00,350,338,12,12.4,MCH-0008,0
B-02586,Line-D,Bracket-Z,2025-03-01 08:00:00,2025-03-01 16:00:00,388,365,10,19.8,MCH-0033,0
B-02480,Line-E,Bracket-Z,2025-02-28 16:00:00,2025-03-01 00:00:00,286,244,19,110.1,MCH-0014,1
B-02761,Line-D,Rotor-M,2025-03-03 08:00:00,2025-03-03 16:00:00,325,297,10,37.2,MCH-0028,0
B-03667,Line-B,Widget-A,2025-03-13 16:00:00,2025-03-14 00:00:00,338,321,9,41.8,MCH-0031,0
B-02253,Line-D,Valve-Q,2025-02-25 08:00:00,2025-02-25 16:00:00,305,235,26,155.6,MCH-0038,1
B-00062,Line-E,Widget-A,2025-02-01 00:00:00,2025-02-01 08:00:00,318,297,9,31.2,MCH-0034,0
B-02152,Line-D,Gear-X,2025-02-24 08:00:00,2025-02-24 16:00:00,323,284,31,80.8,MCH-0033,1
B-03441,Line-E,Gear-X,2025-03-11 00:00:00,2025-03-11 08:00:00,371,346,10,32.4,MCH-0004,0
B-01959,Line-B,Gear-X,2025-02-22 00:00:00,2025-02-22 08:00:00,332,314,7,30.1,MCH-0021,0
B-01039,Line-E,Bracket-Z,2025-02-12 00:00:00,2025-02-12 08:00:00,273,266,12,16.6,MCH-0009,0
B-00356,Line-B,Rotor-M,2025-02-04 08:00:00,2025-02-04 16:00:00,308,199,22,250.8,MCH-0046,1
B-02813,Line-B,Rotor-M,2025-03-04 00:00:00,2025-03-04 08:00:00,299,271,8,47.5,MCH-0006,0
B-03934,Line-B,Gear-X,2025-03-16 08:00:00,2025-03-16 16:00:00,362,308,24,106.8,MCH-0026,1
B-03795,Line-C,Bracket-Z,2025-03-14 08:00:00,2025-03-14 16:00:00,345,333,9,28.0,MCH-0047,0
B-02618,Line-B,Valve-Q,2025-03-02 16:00:00,2025-03-03 00:00:00,301,278,10,25.4,MCH-0001,0
B-00685,Line-C,Bracket-Z,2025-02-08 08:00:00,2025-02-08 16:00:00,317,311,7,17.5,MCH-0017,0
B-02084,Line-C,Rotor-M,2025-02-23 00:00:00,2025-02-23 08:00:00,303,292,6,14.3,MCH-0047,0
B-02081,Line-B,Gear-X,2025-02-23 08:00:00,2025-02-23 16:00:00,273,269,10,9.9,MCH-0046,0
B-02312,Line-D,Bracket-Z,2025-02-26 00:00:00,2025-02-26 08:00:00,307,289,8,12.1,MCH-0023,0
B-03839,Line-A,Gear-X,2025-03-15 00:00:00,2025-03-15 08:00:00,345,322,10,26.1,MCH-0020,0
B-01690,Line-D,Rotor-M,2025-02-19 00:00:00,2025-02-19 08:00:00,372,345,12,40.4,MCH-0013,0
B-01241,Line-A,Gear-X,2025-02-14 00:00:00,2025-02-14 08:00:00,350,338,9,21.9,MCH-0015,0
B-03855,Line-D,Rotor-M,2025-03-15 16:00:00,2025-03-16 00:00:00,266,201,14,158.5,MCH-0028,1
B-00887,Line-B,Gear-X,2025-02-10 08:00:00,2025-02-10 16:00:00,292,270,11,28.3,MCH-0026,0
B-03473,Line-D,Valve-Q,2025-03-11 00:00:00,2025-03-11 08:00:00,334,319,8,31.5,MCH-0023,0
B-01010,Line-E,Valve-Q,2025-02-11 08:00:00,2025-02-11 16:00:00,287,275,10,25.3,MCH-0044,0
B-01063,Line-A,Bracket-Z,2025-02-12 16:00:00,2025-02-13 00:00:00,270,243,9,52.8,MCH-0020,0
B-03419,Line-D,Bracket-Z,2025-03-10 08:00:00,2025-03-10 16:00:00,361,345,12,36.6,MCH-0043,0
B-03092,Line-D,Bracket-Z,2025-03-07 16:00:00,2025-03-08 00:00:00,357,327,9,46.8,MCH-0013,0
B-02870,Line-B,Valve-Q,2025-03-04 00:00:00,2025-03-04 08:00:00,319,303,10,12.7,MCH-0036,0
B-01443,Line-C,Gear-X,2025-02-16 08:00:00,2025-02-16 16:00:00,320,292,10,37.6,MCH-0027,0
B-02476,Line-C,Gear-X,2025-02-28 08:00:00,2025-02-28 16:00:00,292,277,10,23.7,MCH-0012,0
B-01875,Line-C,Valve-Q,2025-02-21 16:00:00,2025-02-22 00:00:00,221,213,5,24.1,MCH-0017,0
B-01337,Line-C,Bracket-Z,2025-02-15 08:00:00,2025-02-15 16:00:00,308,298,6,0.0,MCH-0017,0
B-02184,Line-A,Gear-X,2025-02-24 08:00:00,2025-02-24 16:00:00,307,249,29,136.0,MCH-0050,1
B-03759,Line-A,Valve-Q,2025-03-14 00:00:00,2025-03-14 08:00:00,290,274,9,16.0,MCH-0025,0
B-02337,Line-B,Gear-X,2025-02-26 08:00:00,2025-02-26 16:00:00,342,319,14,47.9,MCH-0036,0
B-03386,Line-E,Rotor-M,2025-03-10 08:00:00,2025-03-10 16:00:00,307,267,25,71.4,MCH-0024,1
B-00135,Line-E,Rotor-M,2025-02-02 16:00:00,2025-02-03 00:00:00,350,335,14,26.3,MCH-0024,0
B-01913,Line-C,Rotor-M,2025-02-21 00:00:00,2025-02-21 08:00:00,288,283,8,10.9,MCH-0042,0
B-01713,Line-D,Gear-X,2025-02-19 08:00:00,2025-02-19 16:00:00,375,347,10,40.2,MCH-0023,0
B-02354,Line-E,Gear-X,2025-02-26 08:00:00,2025-02-26 16:00:00,246,181,22,205.8,MCH-0044,1
B-01195,Line-D,Valve-Q,2025-02-13 08:00:00,2025-02-13 16:00:00,301,276,10,32.1,MCH-0043,0
B-01191,Line-B,Valve-Q,2025-02-13 00:00:00,2025-02-13 08:00:00,291,283,9,24.0,MCH-0041,0
B-03209,Line-D,Gear-X,2025-03-08 00:00:00,2025-03-08 08:00:00,398,382,11,25.4,MCH-0023,0
B-00316,Line-C,Rotor-M,2025-02-04 08:00:00,2025-02-04 16:00:00,299,283,8,11.4,MCH-0027,0
B-03981,Line-E,Widget-A,2025-03-17 08:00:00,2025-03-17 16:00:00,242,232,7,26.3,MCH-0004,0
B-01567,Line-C,Valve-Q,2025-02-17 00:00:00,2025-02-17 08:00:00,367,343,10,22.8,MCH-0042,0
B-03296,Line-E,Bracket-Z,2025-03-09 00:00:00,2025-03-09 08:00:00,310,280,12,50.9,MCH-0024,0
B-02421,Line-D,Bracket-Z,2025-02-27 08:00:00,2025-02-27 16:00:00,308,272,9,60.7,MCH-0033,0
B-00692,Line-B,Valve-Q,2025-02-08 08:00:00,2025-02-08 16:00:00,334,248,25,180.1,MCH-0021,1
B-02535,Line-B,Rotor-M,2025-02-28 00:00:00,2025-02-28 08:00:00,289,224,18,178.9,MCH-0046,1
B-03054,Line-C,Widget-A,2025-03-06 00:00:00,2025-03-06 08:00:00,363,354,14,18.6,MCH-0037,0
B-01905,Line-D,Gear-X,2025-02-21 00:00:00,2025-02-21 08:00:00,268,234,24,70.8,MCH-0033,1
B-04055,Line-E,Rotor-M,2025-03-17 08:00:00,2025-03-17 16:00:00,344,323,11,36.8,MCH-0049,0
B-03195,Line-B,Rotor-M,2025-03-08 00:00:00,2025-03-08 08:00:00,299,253,27,109.4,MCH-0016,1
B-03824,Line-C,Rotor-M,2025-03-15 00:00:00,2025-03-15 08:00:00,359,349,11,16.1,MCH-0012,0
B-01895,Line-C,Bracket-Z,2025-02-21 16:00:00,2025-02-22 00:00:00,307,288,9,32.2,MCH-0027,0
B-02234,Line-A,Bracket-Z,2025-02-25 00:00:00,2025-02-25 08:00:00,341,326,9,17.8,MCH-0030,0
B-00591,Line-A,Bracket-Z,2025-02-07 00:00:00,2025-02-07 08:00:00,334,322,11,0.0,MCH-0010,0
B-02703,Line-D,Valve-Q,2025-03-02 08:00:00,2025-03-02 16:00:00,282,223,21,132.6,MCH-0043,1
B-02656,Line-A,Valve-Q,2025-03-02 16:00:00,2025-03-03 00:00:00,260,245,7,26.1,MCH-0020,0
B-01016,Line-C,Gear-X,2025-02-11 08:00:00,2025-02-11 16:00:00,261,252,6,0.0,MCH-0047,0
B-02831,Line-E,Rotor-M,2025-03-04 00:00:00,2025-03-04 08:00:00,297,250,29,111.8,MCH-0014,1
B-01856,Line-A,Bracket-Z,2025-02-21 00:00:00,2025-02-21 08:00:00,312,296,9,19.9,MCH-0005,0
B-02794,Line-B,Bracket-Z,2025-03-03 16:00:00,2025-03-04 00:00:00,329,306,9,23.6,MCH-0046,0
B-01128,Line-E,Rotor-M,2025-02-13 16:00:00,2025-02-14 00:00:00,328,310,11,37.1,MCH-0009,0
B-01409,Line-E,Bracket-Z,2025-02-16 08:00:00,2025-02-16 16:00:00,265,242,10,30.5,MCH-0009,0
B-03790,Line-C,Gear-X,2025-03-14 00:00:00,2025-03-14 08:00:00,325,301,8,26.1,MCH-0042,0
B-00669,Line-D,Bracket-Z,2025-02-08 08:00:00,2025-02-08 16:00:00,280,263,8,19.9,MCH-0008,0
B-00174,Line-E,Gear-X,2025-02-02 00:00:00,2025-02-02 08:00:00,316,295,10,21.6,MCH-0044,0
B-03272,Line-A,Bracket-Z,2025-03-09 00:00:00,2025-03-09 08:00:00,301,296,10,9.4,MCH-0010,0
B-01453,Line-C,Valve-Q,2025-02-16 08:00:00,2025-02-16 16:00:00,329,308,11,27.3,MCH-0032,0
B-00905,Line-B,Widget-A,2025-02-10 00:00:00,2025-02-10 08:00:00,379,346,10,49.2,MCH-0036,0
B-03227,Line-B,Bracket-Z,2025-03-08 08:00:00,2025-03-08 16:00:00,330,261,20,139.9,MCH-0036,1
B-03133,Line-C,Rotor-M,2025-03-07 08:00:00,2025-03-07 16:00:00,308,284,12,28.0,MCH-0032,0
B-02556,Line-A,Widget-A,2025-03-01 00:00:00,2025-03-01 08:00:00,402,392,8,0.9,MCH-0015,0
B-03708,Line-E,Valve-Q,2025-03-13 00:00:00,2025-03-13 08:00:00,250,233,9,33.7,MCH-0049,0
B-01783,Line-B,Valve-Q,2025-02-20 16:00:00,2025-02-21 00:00:00,357,327,11,37.4,MCH-0011,0
B-00689,Line-A,Valve-Q,2025-02-08 16:00:00,2025-02-09 00:00:00,310,246,27,164.4,MCH-0020,1
B-01724,Line-E,Gear-X,2025-02-19 08:00:00,2025-02-19 16:00:00,291,285,6,2.3,MCH-0029,0
B-00271,Line-A,Widget-A,2025-02-04 00:00:00,2025-02-04 08:00:00,262,250,7,29.9,MCH-0005,0
B-02976,Line-C,Rotor-M,2025-03-05 00:00:00,2025-03-05 08:00:00,350,335,10,22.4,MCH-0042,0
B-00267,Line-D,Gear-X,2025-02-04 08:00:00,2025-02-04 16:00:00,317,307,10,12.8,MCH-0003,0
B-03191,Line-D,Rotor-M,2025-03-08 16:00:00,2025-03-09 00:00:00,318,306,10,21.0,MCH-0013,0
B-03219,Line-B,Gear-X,2025-03-08 16:00:00,2025-03-09 00:00:00,342,335,10,12.6,MCH-0031,0
B-00942,Line-A,Bracket-Z,2025-02-11 00:00:00,2025-02-11 08:00:00,295,287,11,23.7,MCH-0005,0
B-00645,Line-C,Valve-Q,2025-02-07 00:00:00,2025-02-07 08:00:00,294,284,8,6.7,MCH-0042,0
B-01886,Line-C,Valve-Q,2025-02-21 08:00:00,2025-02-21 16:00:00,334,313,9,34.8,MCH-0022,0
B-01066,Line-B,Widget-A,2025-02-12 00:00:00,2025-02-12 08:00:00,239,225,6,23.9,MCH-0021,0
B-02653,Line-D,Rotor-M,2025-03-02 00:00:00,2025-03-02 08:00:00,339,329,6,2.6,MCH-0018,0
B-00479,Line-C,Rotor-M,2025-02-06 00:00:00,2025-02-06 08:00:00,387,373,10,13.8,MCH-0002,0
B-03029,Line-D,Rotor-M,2025-03-06 08:00:00,2025-03-06 16:00:00,332,257,28,174.1,MCH-0023,1
B-02044,Line-A,Bracket-Z,2025-02-23 00:00:00,2025-02-23 08:00:00,316,302,6,21.5,MCH-0025,0
B-00490,Line-D,Widget-A,2025-02-06 16:00:00,2025-02-07 00:00:00,290,275,7,30.0,MCH-0008,0
B-03013,Line-E,Rotor-M,2025-03-06 16:00:00,2025-03-07 00:00:00,366,337,14,40.3,MCH-0014,0
B-03131,Line-C,Valve-Q,2025-03-07 08:00:00,2025-03-07 16:00:00,317,295,12,32.1,MCH-0032,0
B-00871,Line-D,Valve-Q,2025-02-10 00:00:00,2025-02-10 08:00:00,246,241,7,4.0,MCH-0018,0
B-00161,Line-D,Widget-A,2025-02-02 16:00:00,2025-02-03 00:00:00,337,319,10,23.7,MCH-0038,0
B-03462,Line-C,Valve-Q,2025-03-11 08:00:00,2025-03-11 16:00:00,364,348,8,17.7,MCH-0017,0
B-03984,Line-B,Rotor-M,2025-03-17 08:00:00,2025-03-17 16:00:00,307,286,12,36.0,MCH-0006,0
B-00665,Line-E,Bracket-Z,2025-02-08 08:00:00,2025-02-08 16:00:00,313,298,9,12.3,MCH-0004,0
B-00210,Line-D,Widget-A,2025-02-03 00:00:00,2025-02-03 08:00:00,353,334,10,27.7,MCH-0018,0
B-02697,Line-B,Bracket-Z,2025-03-02 00:00:00,2025-03-02 08:00:00,377,355,11,34.8,MCH-0041,0
B-01284,Line-E,Valve-Q,2025-02-14 08:00:00,2025-02-14 16:00:00,332,312,12,42.4,MCH-0034,0
B-03679,Line-B,Widget-A,2025-03-13 00:00:00,2025-03-13 08:00:00,330,308,8,28.4,MCH-0036,0
B-01502,Line-D,Widget-A,2025-02-17 00:00:00,2025-02-17 08:00:00,331,264,19,141.8,MCH-0008,1
B-03300,Line-A,Widget-A,2025-03-09 16:00:00,2025-03-10 00:00:00,344,338,7,11.1,MCH-0025,0
B-03442,Line-A,Valve-Q,2025-03-11 16:00:00,2025-03-12 00:00:00,275,260,10,22.2,MCH-0005,0
B-03333,Line-A,Gear-X,2025-03-09 16:00:00,2025-03-10 00:00:00,305,238,16,142.7,MCH-0050,1
